   2018      2     19   12.00    132672.00   0.29632E+02   0.00000E+00   0.29632E+02   0.29681E+02   0.29736E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13696E+02   0.68170E+02  -0.14668E+03  -0.13028E+03   0.63536E-03   0.12402E-05   0.50535E-06       0.27     224.06     0.0000  0.00  -0.33127E-02  -0.50980E-01    29.6781    29.6847    29.6897    29.6994    29.7247
   2018      2     20   12.00    132696.00   0.29914E+02   0.00000E+00   0.29914E+02   0.29962E+02   0.30018E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13656E+02   0.68919E+02  -0.14796E+03  -0.13257E+03   0.68892E-03   0.14332E-05   0.69940E-06       0.27     232.41     0.0000  0.00  -0.71191E-02  -0.40165E-01    29.9593    29.9659    29.9708    29.9806    30.0058
   2018      2     21   12.00    132720.00   0.30351E+02   0.00000E+00   0.30351E+02   0.30400E+02   0.30458E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13137E+02   0.73227E+02  -0.15470E+03  -0.14054E+03   0.76229E-03   0.17376E-05   0.10077E-05       0.27     254.47     0.0000  0.00  -0.10935E-01  -0.97348E-02    30.3972    30.4038    30.4089    30.4192    30.4454
   2018      2     22   12.00    132744.00   0.30734E+02   0.00000E+00   0.30734E+02   0.30788E+02   0.30847E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14074E+02   0.80051E+02  -0.16524E+03  -0.13600E+03   0.60438E-03   0.11491E-05   0.46659E-06       0.27     245.87     0.0000  0.00  -0.71825E-02   0.66270E-02    30.7849    30.7920    30.7972    30.8078    30.8335
   2018      2     23   12.00    132768.00   0.30746E+02   0.00000E+00   0.30746E+02   0.30803E+02   0.30862E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14990E+02   0.81704E+02  -0.16820E+03  -0.13273E+03   0.48407E-03   0.71788E-06   0.17506E-06       0.27     232.09     0.0000  0.00  -0.36784E-02  -0.16721E-01    30.7996    30.8069    30.8124    30.8231    30.8487
   2018      2     24   12.00    132792.00   0.30707E+02   0.00000E+00   0.30707E+02   0.30765E+02   0.30826E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15569E+02   0.82473E+02  -0.16999E+03  -0.13124E+03   0.70986E-03   0.15302E-05   0.80338E-06       0.26     224.90     0.0000  0.00  -0.33729E-02  -0.64905E-01    30.7621    30.7697    30.7753    30.7866    30.8118
   2018      2     25   12.00    132816.00   0.30525E+02   0.00000E+00   0.30525E+02   0.30583E+02   0.30643E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15886E+02   0.82362E+02  -0.16997E+03  -0.13152E+03   0.78615E-03   0.19309E-05   0.11448E-05       0.26     219.56     0.0000  0.00  -0.40708E-02  -0.79850E-01    30.5798    30.5875    30.5931    30.6041    30.6295
   2018      2     26   12.00    132840.00   0.30444E+02   0.00000E+00   0.30444E+02   0.30500E+02   0.30561E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15458E+02   0.80141E+02  -0.16667E+03  -0.13515E+03   0.72460E-03   0.16043E-05   0.82487E-06       0.26     226.77     0.0000  0.00  -0.45664E-02  -0.64654E-01    30.4965    30.5040    30.5095    30.5206    30.5463
   2018      2     27   12.00    132864.00   0.30415E+02   0.00000E+00   0.30415E+02   0.30473E+02   0.30531E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16494E+02   0.79031E+02  -0.16474E+03  -0.12753E+03   0.62260E-03   0.12232E-05   0.46948E-06       0.26     212.05     0.0000  0.00  -0.10979E-02  -0.52903E-01    30.4694    30.4769    30.4823    30.4930    30.5178
   2018      2     28   12.00    132888.00   0.30189E+02   0.00000E+00   0.30189E+02   0.30247E+02   0.30304E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17066E+02   0.77598E+02  -0.16293E+03  -0.12755E+03   0.60876E-03   0.11394E-05   0.42801E-06       0.26     206.78     0.0000  0.00  -0.18070E-02  -0.48523E-01    30.2436    30.2511    30.2565    30.2670    30.2914
   2018      3      1   12.00    132912.00   0.30132E+02   0.00000E+00   0.30132E+02   0.30187E+02   0.30246E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16221E+02   0.76016E+02  -0.16031E+03  -0.13091E+03   0.61118E-03   0.11453E-05   0.43909E-06       0.26     215.07     0.0000  0.00  -0.44174E-02  -0.41301E-01    30.1839    30.1912    30.1966    30.2073    30.2324
   2018      3      2   12.00    132936.00   0.30173E+02   0.00000E+00   0.30173E+02   0.30226E+02   0.30283E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15489E+02   0.74286E+02  -0.15647E+03  -0.13219E+03   0.56857E-03   0.97702E-06   0.31678E-06       0.26     220.64     0.0000  0.00  -0.48003E-02  -0.28414E-01    30.2225    30.2296    30.2348    30.2452    30.2703
   2018      3      3   12.00    132960.00   0.30310E+02   0.00000E+00   0.30310E+02   0.30364E+02   0.30423E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15613E+02   0.76278E+02  -0.15948E+03  -0.13092E+03   0.65483E-03   0.12579E-05   0.55299E-06       0.26     221.07     0.0000  0.00  -0.66163E-02  -0.35384E-01    30.3604    30.3676    30.3729    30.3837    30.4090
   2018      3      4   12.00    132984.00   0.30305E+02   0.00000E+00   0.30305E+02   0.30359E+02   0.30416E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15479E+02   0.75883E+02  -0.15900E+03  -0.12863E+03   0.76183E-03   0.17236E-05   0.10334E-05       0.25     214.18     0.0000  0.00  -0.10701E-01  -0.10520E-01    30.3555    30.3627    30.3680    30.3783    30.4035
   2018      3      5   12.00    133008.00   0.30317E+02   0.00000E+00   0.30317E+02   0.30371E+02   0.30427E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15359E+02   0.75217E+02  -0.15746E+03  -0.12741E+03   0.60796E-03   0.12005E-05   0.60032E-06       0.25     212.35     0.0000  0.00  -0.74018E-02   0.15296E-01    30.3675    30.3746    30.3799    30.3901    30.4144
   2018      3      6   12.00    133032.00   0.30347E+02   0.00000E+00   0.30347E+02   0.30401E+02   0.30457E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14668E+02   0.74640E+02  -0.15671E+03  -0.13157E+03   0.21917E-03   0.15592E-06   0.85376E-08       0.25     220.36     0.0000  0.00  -0.10406E-03   0.46940E-02    30.3982    30.4050    30.4101    30.4201    30.4448
   2018      3      7   12.00    133056.00   0.30440E+02   0.00000E+00   0.30440E+02   0.30497E+02   0.30554E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15101E+02   0.79282E+02  -0.16184E+03  -0.12844E+03   0.17140E-03   0.10162E-06   0.42717E-08       0.25     214.74     0.0000  0.00   0.33206E-05  -0.22906E-03    30.4943    30.5013    30.5066    30.5168    30.5419
   2018      3      8   12.00    133080.00   0.30352E+02   0.00000E+00   0.30352E+02   0.30407E+02   0.30462E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15066E+02   0.74536E+02  -0.15598E+03  -0.12586E+03   0.30932E-03   0.29012E-06   0.28558E-07       0.25     207.16     0.0000  0.00  -0.17513E-02  -0.38373E-02    30.4035    30.4104    30.4156    30.4256    30.4499
   2018      3      9   12.00    133104.00   0.30416E+02   0.00000E+00   0.30416E+02   0.30470E+02   0.30525E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14817E+02   0.74316E+02  -0.15587E+03  -0.13029E+03   0.30841E-03   0.29818E-06   0.28419E-07       0.25     217.98     0.0000  0.00  -0.17258E-02  -0.44541E-02    30.4665    30.4732    30.4784    30.4882    30.5133
   2018      3     10   12.00    133128.00   0.30513E+02   0.00000E+00   0.30513E+02   0.30567E+02   0.30622E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14867E+02   0.75032E+02  -0.15761E+03  -0.12773E+03   0.38851E-03   0.47138E-06   0.86220E-07       0.25     214.15     0.0000  0.00  -0.28112E-02   0.53398E-02    30.5636    30.5705    30.5757    30.5856    30.6096
   2018      3     11   12.00    133152.00   0.30532E+02   0.00000E+00   0.30532E+02   0.30585E+02   0.30643E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15144E+02   0.76771E+02  -0.16067E+03  -0.13329E+03   0.53234E-03   0.86519E-06   0.23533E-06       0.25     222.59     0.0000  0.00  -0.52499E-02   0.54077E-02    30.5821    30.5892    30.5945    30.6047    30.6302
   2018      3     12   12.00    133176.00   0.30667E+02   0.00000E+00   0.30667E+02   0.30722E+02   0.30781E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15939E+02   0.80305E+02  -0.16592E+03  -0.13567E+03   0.55602E-03   0.95125E-06   0.28120E-06       0.24     228.75     0.0000  0.00  -0.52383E-02  -0.18467E-01    30.7189    30.7262    30.7316    30.7422    30.7681
   2018      3     13   12.00    133200.00   0.30652E+02   0.00000E+00   0.30652E+02   0.30708E+02   0.30768E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16291E+02   0.80362E+02  -0.16599E+03  -0.13074E+03   0.74829E-03   0.16831E-05   0.10222E-05       0.24     216.21     0.0000  0.00  -0.93442E-02  -0.39224E-01    30.7050    30.7124    30.7179    30.7288    30.7540
   2018      3     14   12.00    133224.00   0.30572E+02   0.00000E+00   0.30572E+02   0.30628E+02   0.30686E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15999E+02   0.79315E+02  -0.16362E+03  -0.13029E+03   0.73809E-03   0.16947E-05   0.98943E-06       0.24     213.08     0.0000  0.00  -0.94874E-02  -0.35971E-01    30.6246    30.6319    30.6373    30.6479    30.6721
   2018      3     15   12.00    133248.00   0.30508E+02   0.00000E+00   0.30508E+02   0.30563E+02   0.30618E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15631E+02   0.77155E+02  -0.15936E+03  -0.12432E+03   0.54332E-03   0.92024E-06   0.26860E-06       0.24     201.43     0.0000  0.00  -0.17868E-02  -0.36146E-01    30.5599    30.5672    30.5725    30.5824    30.6064
   2018      3     16   12.00    133272.00   0.30351E+02   0.00000E+00   0.30351E+02   0.30405E+02   0.30460E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15656E+02   0.74348E+02  -0.15569E+03  -0.12295E+03   0.72703E-03   0.16239E-05   0.88110E-06       0.24     195.81     0.0000  0.00   0.25034E-03  -0.73405E-01    30.4020    30.4092    30.4145    30.4245    30.4481
   2018      3     17   12.00    133296.00   0.30243E+02   0.00000E+00   0.30243E+02   0.30298E+02   0.30355E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16484E+02   0.75389E+02  -0.15864E+03  -0.12349E+03   0.72721E-03   0.16329E-05   0.88376E-06       0.24     195.32     0.0000  0.00  -0.95939E-03  -0.73896E-01    30.2952    30.3026    30.3079    30.3182    30.3422
   2018      3     18   12.00    133320.00   0.30086E+02   0.00000E+00   0.30086E+02   0.30141E+02   0.30199E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15764E+02   0.75079E+02  -0.15928E+03  -0.13036E+03   0.49139E-03   0.76624E-06   0.18788E-06       0.24     205.97     0.0000  0.00  -0.27897E-02  -0.21780E-01    30.1382    30.1454    30.1507    30.1610    30.1863
   2018      3     19   12.00    133344.00   0.30161E+02   0.00000E+00   0.30161E+02   0.30215E+02   0.30274E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15397E+02   0.76832E+02  -0.16210E+03  -0.13408E+03   0.54011E-03   0.88607E-06   0.25009E-06       0.24     216.05     0.0000  0.00  -0.51602E-02   0.13886E-01    30.2123    30.2195    30.2249    30.2354    30.2611
   2018      3     20   12.00    133368.00   0.30151E+02   0.00000E+00   0.30151E+02   0.30205E+02   0.30264E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15025E+02   0.76010E+02  -0.16075E+03  -0.13046E+03   0.54162E-03   0.88153E-06   0.25444E-06       0.23     209.19     0.0000  0.00  -0.49571E-02   0.18846E-01    30.2023    30.2095    30.2149    30.2255    30.2510
   2018      3     21   12.00    133392.00   0.30109E+02   0.00000E+00   0.30109E+02   0.30165E+02   0.30221E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14932E+02   0.75323E+02  -0.15988E+03  -0.12602E+03   0.48916E-03   0.72069E-06   0.16833E-06       0.23     199.39     0.0000  0.00  -0.44834E-02   0.31746E-02    30.1619    30.1692    30.1745    30.1848    30.2085
   2018      3     22   12.00    133416.00   0.29925E+02   0.00000E+00   0.29925E+02   0.29981E+02   0.30038E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14652E+02   0.74919E+02  -0.15850E+03  -0.12386E+03   0.71560E-03   0.15267E-05   0.93171E-06       0.23     191.48     0.0000  0.00  -0.97255E-02  -0.18751E-01    29.9778    29.9852    29.9905    30.0010    30.0252
   2018      3     23   12.00    133440.00   0.29817E+02   0.00000E+00   0.29817E+02   0.29869E+02   0.29928E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13863E+02   0.74846E+02  -0.15756E+03  -0.12946E+03   0.98676E-03   0.27504E-05   0.29763E-05       0.23     202.22     0.0000  0.00  -0.18178E-01  -0.44414E-01    29.8662    29.8732    29.8783    29.8891    29.9143
   2018      3     24   12.00    133464.00   0.29874E+02   0.00000E+00   0.29874E+02   0.29926E+02   0.29984E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13820E+02   0.74799E+02  -0.15763E+03  -0.13229E+03   0.93286E-03   0.25395E-05   0.23579E-05       0.23     210.54     0.0000  0.00  -0.16644E-01  -0.10501E-01    29.9226    29.9296    29.9348    29.9454    29.9712
   2018      3     25   12.00    133488.00   0.30035E+02   0.00000E+00   0.30035E+02   0.30085E+02   0.30147E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12864E+02   0.74948E+02  -0.15944E+03  -0.14148E+03   0.99344E-03   0.27528E-05   0.31485E-05       0.23     231.39     0.0000  0.00  -0.18922E-01   0.35065E-01    30.0820    30.0887    30.0937    30.1048    30.1318
   2018      3     26   12.00    133512.00   0.30409E+02   0.00000E+00   0.30409E+02   0.30462E+02   0.30525E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13068E+02   0.79673E+02  -0.16761E+03  -0.14421E+03   0.76298E-03   0.18667E-05   0.14842E-05       0.23     242.06     0.0000  0.00  -0.11480E-01   0.28317E-01    30.4592    30.4663    30.4716    30.4828    30.5108
   2018      3     27   12.00    133536.00   0.30601E+02   0.00000E+00   0.30601E+02   0.30657E+02   0.30722E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13207E+02   0.83282E+02  -0.17272E+03  -0.14557E+03   0.40802E-03   0.50536E-06   0.83018E-07       0.23     243.10     0.0000  0.00  -0.21691E-02   0.16748E-01    30.6535    30.6608    30.6663    30.6783    30.7065
   2018      3     28   12.00    133560.00   0.30873E+02   0.00000E+00   0.30873E+02   0.30930E+02   0.30995E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12730E+02   0.86262E+02  -0.17665E+03  -0.15072E+03   0.26911E-03   0.23322E-06   0.18987E-07       0.22     255.64     0.0000  0.00  -0.11623E-02   0.29641E-02    30.9265    30.9337    30.9393    30.9512    30.9802
   2018      3     29   12.00    133584.00   0.31089E+02   0.00000E+00   0.31089E+02   0.31147E+02   0.31211E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14502E+02   0.87972E+02  -0.17859E+03  -0.14234E+03   0.39575E-03   0.51059E-06   0.92634E-07       0.22     238.79     0.0000  0.00  -0.72077E-03  -0.21500E-01    31.1437    31.1513    31.1569    31.1687    31.1966
   2018      3     30   12.00    133608.00   0.30999E+02   0.00000E+00   0.30999E+02   0.31059E+02   0.31135E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15648E+02   0.86209E+02  -0.17586E+03  -0.13615E+03   0.42565E-03   0.46902E-06   0.10467E-06       0.22     222.37     0.0000  0.00  -0.21463E-02  -0.15569E-01    31.0550    31.0629    31.0689    31.0854    31.1193
   2018      3     31   12.00    133632.00   0.30946E+02   0.00000E+00   0.30946E+02   0.31007E+02   0.31092E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15075E+02   0.86525E+02  -0.17844E+03  -0.14280E+03   0.47647E-03   0.49008E-06   0.15100E-06       0.22     231.65     0.0000  0.00  -0.42954E-02  -0.28890E-02    31.0025    31.0105    31.0169    31.0365    31.0730
   2018      4      1   12.00    133656.00   0.30959E+02   0.00000E+00   0.30959E+02   0.31019E+02   0.31097E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14500E+02   0.87516E+02  -0.17973E+03  -0.14489E+03   0.70338E-03   0.13203E-05   0.83064E-06       0.22     234.29     0.0000  0.00  -0.94949E-02   0.67995E-02    31.0147    31.0228    31.0289    31.0456    31.0783
   2018      4      2   12.00    133680.00   0.30939E+02   0.00000E+00   0.30939E+02   0.30998E+02   0.31062E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14674E+02   0.87933E+02  -0.17761E+03  -0.13997E+03   0.83798E-03   0.21199E-05   0.14433E-05       0.22     225.01     0.0000  0.00  -0.13168E-01   0.17388E-01    30.9944    31.0022    31.0079    31.0197    31.0462
   2018      4      3   12.00    133704.00   0.30840E+02   0.00000E+00   0.30840E+02   0.30899E+02   0.30961E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15130E+02   0.85394E+02  -0.17339E+03  -0.13637E+03   0.61950E-03   0.11891E-05   0.46797E-06       0.22     216.08     0.0000  0.00  -0.74494E-02   0.80367E-04    30.8953    30.9030    30.9087    30.9200    30.9464
   2018      4      4   12.00    133728.00   0.30733E+02   0.00000E+00   0.30733E+02   0.30790E+02   0.30852E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15773E+02   0.82462E+02  -0.16849E+03  -0.13120E+03   0.68632E-03   0.13872E-05   0.75573E-06       0.22     205.57     0.0000  0.00  -0.91671E-02   0.15895E-03    30.7870    30.7946    30.8002    30.8116    30.8377
   2018      4      5   12.00    133752.00   0.30578E+02   0.00000E+00   0.30578E+02   0.30634E+02   0.30694E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15477E+02   0.80949E+02  -0.16569E+03  -0.13090E+03   0.75619E-03   0.17286E-05   0.99969E-06       0.22     202.60     0.0000  0.00  -0.10518E-01   0.20584E-01    30.6310    30.6386    30.6441    30.6552    30.6808
   2018      4      6   12.00    133776.00   0.30496E+02   0.00000E+00   0.30496E+02   0.30553E+02   0.30612E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15026E+02   0.79810E+02  -0.16405E+03  -0.13122E+03   0.63244E-03   0.12084E-05   0.47349E-06       0.21     203.57     0.0000  0.00  -0.62286E-02   0.31714E-01    30.5497    30.5571    30.5626    30.5733    30.5982
   2018      4      7   12.00    133800.00   0.30440E+02   0.00000E+00   0.30440E+02   0.30495E+02   0.30555E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14902E+02   0.78924E+02  -0.16296E+03  -0.13252E+03   0.49653E-03   0.76246E-06   0.19394E-06       0.21     206.33     0.0000  0.00  -0.44284E-02   0.10124E-01    30.4921    30.4993    30.5047    30.5155    30.5409
   2018      4      8   12.00    133824.00   0.30498E+02   0.00000E+00   0.30498E+02   0.30552E+02   0.30613E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14677E+02   0.79465E+02  -0.16476E+03  -0.13890E+03   0.45210E-03   0.62887E-06   0.13043E-06       0.21     219.81     0.0000  0.00  -0.33010E-02   0.11695E-01    30.5490    30.5562    30.5616    30.5726    30.5994
   2018      4      9   12.00    133848.00   0.30639E+02   0.00000E+00   0.30639E+02   0.30694E+02   0.30756E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14739E+02   0.79890E+02  -0.16527E+03  -0.13590E+03   0.49928E-03   0.74040E-06   0.18437E-06       0.21     217.18     0.0000  0.00  -0.41375E-02   0.12773E-01    30.6911    30.6984    30.7038    30.7151    30.7414
   2018      4     10   12.00    133872.00   0.30637E+02   0.00000E+00   0.30637E+02   0.30693E+02   0.30751E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14992E+02   0.80405E+02  -0.16505E+03  -0.13193E+03   0.51668E-03   0.80678E-06   0.20705E-06       0.21     207.66     0.0000  0.00  -0.50626E-02  -0.28504E-02    30.6896    30.6970    30.7024    30.7129    30.7381
   2018      4     11   12.00    133896.00   0.30561E+02   0.00000E+00   0.30561E+02   0.30618E+02   0.30678E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15474E+02   0.81543E+02  -0.16776E+03  -0.13125E+03   0.74289E-03   0.16721E-05   0.10491E-05       0.21     203.48     0.0000  0.00  -0.10620E-01   0.11823E-01    30.6148    30.6224    30.6279    30.6388    30.6645
   2018      4     12   12.00    133920.00   0.30380E+02   0.00000E+00   0.30380E+02   0.30435E+02   0.30498E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15103E+02   0.80318E+02  -0.16667E+03  -0.12821E+03   0.10381E-02   0.29079E-05   0.36607E-05       0.21     193.99     0.0000  0.00  -0.20321E-01   0.47154E-01    30.4323    30.4397    30.4449    30.4566    30.4824
   2018      4     13   12.00    133944.00   0.30214E+02   0.00000E+00   0.30214E+02   0.30269E+02   0.30332E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13926E+02   0.79749E+02  -0.16730E+03  -0.13659E+03   0.91910E-03   0.25045E-05   0.23626E-05       0.21     207.61     0.0000  0.00  -0.13432E-01   0.69337E-01    30.2659    30.2733    30.2788    30.2903    30.3173
   2018      4     14   12.00    133968.00   0.30279E+02   0.00000E+00   0.30279E+02   0.30336E+02   0.30398E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13838E+02   0.81252E+02  -0.16978E+03  -0.14094E+03   0.66514E-03   0.14029E-05   0.60856E-06       0.20     218.49     0.0000  0.00  -0.51296E-02   0.48846E-01    30.3329    30.3404    30.3460    30.3572    30.3848
   2018      4     15   12.00    133992.00   0.30321E+02   0.00000E+00   0.30321E+02   0.30377E+02   0.30436E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14192E+02   0.78849E+02  -0.16464E+03  -0.13616E+03   0.56516E-03   0.97410E-06   0.30382E-06       0.20     211.82     0.0000  0.00  -0.57161E-02   0.61539E-02    30.3733    30.3806    30.3861    30.3969    30.4228
   2018      4     16   12.00    134016.00   0.30353E+02   0.00000E+00   0.30353E+02   0.30410E+02   0.30469E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14996E+02   0.78760E+02  -0.16530E+03  -0.13182E+03   0.64691E-03   0.12720E-05   0.51568E-06       0.20     203.78     0.0000  0.00  -0.76808E-02   0.62541E-02    30.4069    30.4144    30.4198    30.4305    30.4558
   2018      4     17   12.00    134040.00   0.30264E+02   0.00000E+00   0.30264E+02   0.30320E+02   0.30384E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14728E+02   0.80160E+02  -0.16783E+03  -0.13735E+03   0.75221E-03   0.16483E-05   0.93731E-06       0.20     210.95     0.0000  0.00  -0.97418E-02   0.33253E-01    30.3169    30.3245    30.3301    30.3417    30.3688
   2018      4     18   12.00    134064.00   0.30354E+02   0.00000E+00   0.30354E+02   0.30410E+02   0.30476E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14340E+02   0.83358E+02  -0.17265E+03  -0.14281E+03   0.86016E-03   0.21797E-05   0.16112E-05       0.20     222.24     0.0000  0.00  -0.13761E-01   0.19633E-01    30.4069    30.4145    30.4202    30.4321    30.4606
   2018      4     19   12.00    134088.00   0.30345E+02   0.00000E+00   0.30345E+02   0.30402E+02   0.30468E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14868E+02   0.83965E+02  -0.17485E+03  -0.13897E+03   0.10387E-02   0.29373E-05   0.36879E-05       0.20     213.69     0.0000  0.00  -0.21162E-01   0.19987E-01    30.3983    30.4059    30.4113    30.4238    30.4517
   2018      4     20   12.00    134112.00   0.30254E+02   0.00000E+00   0.30254E+02   0.30307E+02   0.30373E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14701E+02   0.82219E+02  -0.17380E+03  -0.13949E+03   0.11765E-02   0.35741E-05   0.62936E-05       0.20     212.35     0.0000  0.00  -0.27687E-01   0.53268E-01    30.3037    30.3107    30.3157    30.3281    30.3553
   2018      4     21   12.00    134136.00   0.30250E+02   0.00000E+00   0.30250E+02   0.30304E+02   0.30373E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13339E+02   0.81030E+02  -0.17103E+03  -0.14163E+03   0.12791E-02   0.37874E-05   0.93807E-05       0.20     217.56     0.0000  0.00  -0.34527E-01   0.45609E-01    30.3014    30.3083    30.3131    30.3260    30.3539
   2018      4     22   12.00    134160.00   0.30292E+02   0.00000E+00   0.30292E+02   0.30359E+02   0.30430E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12601E+02   0.83810E+02  -0.17358E+03  -0.14056E+03   0.13972E-02   0.41809E-05   0.14011E-04       0.20     216.46     0.0000  0.00  -0.42433E-01   0.62076E-01    30.3561    30.3631    30.3680    30.3817    30.4099
   2018      4     23   12.00    134184.00   0.30222E+02   0.00000E+00   0.30222E+02   0.30289E+02   0.30361E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12503E+02   0.89075E+02  -0.18232E+03  -0.14527E+03   0.12964E-02   0.40340E-05   0.10290E-04       0.19     220.53     0.0000  0.00  -0.34538E-01   0.84984E-01    30.2862    30.2934    30.2984    30.3120    30.3414
   2018      4     24   12.00    134208.00   0.30162E+02   0.00000E+00   0.30162E+02   0.30218E+02   0.30290E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12393E+02   0.89624E+02  -0.18446E+03  -0.14859E+03   0.11715E-02   0.35443E-05   0.61045E-05       0.19     225.10     0.0000  0.00  -0.27306E-01   0.49499E-01    30.2150    30.2224    30.2277    30.2413    30.2705
   2018      4     25   12.00    134232.00   0.30145E+02   0.00000E+00   0.30145E+02   0.30199E+02   0.30270E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12190E+02   0.85706E+02  -0.17885E+03  -0.14674E+03   0.11776E-02   0.34862E-05   0.63015E-05       0.19     223.09     0.0000  0.00  -0.27400E-01   0.60709E-01    30.1953    30.2025    30.2077    30.2214    30.2513
   2018      4     26   12.00    134256.00   0.30171E+02   0.00000E+00   0.30171E+02   0.30229E+02   0.30300E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11924E+02   0.84427E+02  -0.17660E+03  -0.14438E+03   0.11321E-02   0.32766E-05   0.54014E-05       0.19     220.05     0.0000  0.00  -0.24946E-01   0.53424E-01    30.2257    30.2328    30.2379    30.2514    30.2806
   2018      4     27   12.00    134280.00   0.30136E+02   0.00000E+00   0.30136E+02   0.30195E+02   0.30264E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11906E+02   0.86411E+02  -0.17930E+03  -0.14294E+03   0.11459E-02   0.33901E-05   0.56453E-05       0.19     215.86     0.0000  0.00  -0.25961E-01   0.45963E-01    30.1917    30.1989    30.2042    30.2175    30.2460
   2018      4     28   12.00    134304.00   0.30029E+02   0.00000E+00   0.30029E+02   0.30088E+02   0.30160E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12162E+02   0.88390E+02  -0.18382E+03  -0.14719E+03   0.11805E-02   0.35599E-05   0.64006E-05       0.19     219.99     0.0000  0.00  -0.27171E-01   0.66954E-01    30.0852    30.0925    30.0978    30.1114    30.1408
   2018      4     29   12.00    134328.00   0.29966E+02   0.00000E+00   0.29966E+02   0.30022E+02   0.30095E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11975E+02   0.90090E+02  -0.18610E+03  -0.15036E+03   0.12423E-02   0.38427E-05   0.80161E-05       0.19     224.90     0.0000  0.00  -0.29794E-01   0.92390E-01    30.0190    30.0263    30.0316    30.0454    30.0753
