   2023      5     28   12.00     16704.00   0.16261E+02   0.00000E+00   0.16261E+02   0.16627E+02   0.17158E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.71169E+02   0.10475E+03  -0.24690E+03  -0.96092E+03   0.46781E-02   0.47350E-05   0.29765E-02       0.16     139.57     0.0000  0.00   0.76531E-01   0.53795E+00    16.6228    16.6746    16.6950    16.7550    16.9434
   2023      5     29   12.00     16728.00   0.15319E+02   0.00000E+00   0.15319E+02   0.15885E+02   0.16468E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.96367E+02   0.13446E+03  -0.30277E+03  -0.10382E+04   0.68363E-02   0.78649E-05   0.14234E-01       0.16     151.82     0.0000  0.00   0.17666E+00   0.15866E+01    15.8811    15.9659    15.9925    16.0547    16.2463
   2023      5     30   12.00     16752.00   0.14626E+02   0.00000E+00   0.14626E+02   0.15137E+02   0.15763E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.95070E+02   0.12661E+03  -0.29559E+03  -0.11084E+04   0.65536E-02   0.15110E-04   0.18191E-01       0.16     159.92     0.0000  0.00   0.10910E+00  -0.21937E+01    15.1275    15.2052    15.2325    15.3014    15.5144
   2023      5     31   12.00     16776.00   0.13994E+02   0.00000E+00   0.13994E+02   0.14672E+02   0.15332E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.93270E+02   0.13413E+03  -0.31385E+03  -0.11640E+04   0.77558E-02   0.19325E-04   0.37034E-01       0.16     203.64     0.0000  0.00  -0.25702E-01  -0.88860E+01    14.6668    14.7632    14.7971    14.8660    15.0845
   2023      6      1   12.00     16800.00   0.14567E+02   0.00000E+00   0.14567E+02   0.15130E+02   0.15764E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.92715E+02   0.13043E+03  -0.30715E+03  -0.11011E+04   0.68009E-02   0.61672E-05   0.13991E-01       0.16     167.07     0.0000  0.00  -0.17909E+00  -0.12895E+01    15.1283    15.2137    15.2417    15.3111    15.5339
   2023      6      2   12.00     16824.00   0.13458E+02   0.00000E+00   0.13458E+02   0.13947E+02   0.14597E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.84072E+02   0.11313E+03  -0.26096E+03  -0.11831E+04   0.68818E-02   0.64546E-05   0.15304E-01       0.16     106.08     0.0000  0.00  -0.19080E+00   0.20441E+01    13.9378    14.0254    14.0548    14.1243    14.3478
   2023      6      3   12.00     16848.00   0.14921E+02   0.00000E+00   0.14921E+02   0.15149E+02   0.15717E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48062E+02   0.73011E+02  -0.20330E+03  -0.10791E+04   0.35341E-02   0.36648E-05   0.92330E-03       0.16     156.58     0.0000  0.00  -0.31695E-01   0.12436E+01    15.1427    15.1813    15.2000    15.2644    15.4814
   2023      6      4   12.00     16872.00   0.16858E+02   0.00000E+00   0.16858E+02   0.17052E+02   0.17505E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.38559E+02   0.67225E+02  -0.18999E+03  -0.90330E+03   0.29892E-02   0.34873E-05   0.47740E-03       0.16     153.82     0.0000  0.00   0.54873E-02   0.11010E+01    17.0492    17.0786    17.0933    17.1437    17.3156
   2023      6      5   12.00     16896.00   0.17235E+02   0.00000E+00   0.17235E+02   0.17577E+02   0.18054E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.49825E+02   0.10755E+03  -0.23034E+03  -0.86123E+03   0.55216E-02   0.56728E-05   0.74638E-02       0.16     145.00     0.0000  0.00   0.11848E+00   0.20304E+01    17.5715    17.6240    17.6443    17.6972    17.8690
   2023      6      6   12.00     16920.00   0.16797E+02   0.00000E+00   0.16797E+02   0.17332E+02   0.17863E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.52029E+02   0.13006E+03  -0.25492E+03  -0.90798E+03   0.73365E-02   0.75969E-05   0.18054E-01       0.16     177.64     0.0000  0.00   0.18531E+00   0.41448E+01    17.3259    17.4066    17.4318    17.4874    17.6622
   2023      6      7   12.00     16944.00   0.17475E+02   0.00000E+00   0.17475E+02   0.17844E+02   0.18321E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.40451E+02   0.11080E+03  -0.23063E+03  -0.86459E+03   0.54521E-02   0.59260E-05   0.65265E-02       0.16     194.28     0.0000  0.00   0.90710E-01   0.29572E+01    17.8388    17.8944    17.9145    17.9675    18.1381
   2023      6      8   12.00     16968.00   0.18663E+02   0.00000E+00   0.18663E+02   0.18941E+02   0.19360E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36001E+02   0.10727E+03  -0.23542E+03  -0.77985E+03   0.46096E-02   0.47163E-05   0.22915E-02       0.16     221.00     0.0000  0.00   0.79854E-01   0.12317E+01    18.9375    18.9784    18.9947    19.0416    19.1869
   2023      6      9   12.00     16992.00   0.19222E+02   0.00000E+00   0.19222E+02   0.19550E+02   0.19940E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.41381E+02   0.11632E+03  -0.25480E+03  -0.73566E+03   0.46895E-02   0.52681E-05   0.27393E-02       0.16     227.41     0.0000  0.00   0.73734E-01   0.17602E+01    19.5475    19.5933    19.6097    19.6529    19.7906
   2023      6     10   12.00     17016.00   0.19139E+02   0.00000E+00   0.19139E+02   0.19534E+02   0.19955E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.52462E+02   0.12551E+03  -0.27765E+03  -0.74616E+03   0.49492E-02   0.61207E-05   0.36782E-02       0.16     228.95     0.0000  0.00   0.74689E-01   0.23206E+01    19.5308    19.5837    19.6014    19.6486    19.7892
   2023      6     11   12.00     17040.00   0.18071E+02   0.00000E+00   0.18071E+02   0.18747E+02   0.19241E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.66709E+02   0.16549E+03  -0.32653E+03  -0.82296E+03   0.86390E-02   0.12489E-04   0.41210E-01       0.16     223.49     0.0000  0.00   0.30242E+00   0.39194E+01    18.7565    18.8375    18.8639    18.9161    19.0616
   2023      6     12   12.00     17064.00   0.16972E+02   0.00000E+00   0.16972E+02   0.17494E+02   0.18016E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.64593E+02   0.13586E+03  -0.27968E+03  -0.90572E+03   0.74556E-02   0.13559E-04   0.27955E-01       0.16     163.33     0.0000  0.00   0.20798E+00   0.41459E+01    17.4913    17.5665    17.5922    17.6484    17.8262
   2023      6     13   12.00     17088.00   0.16252E+02   0.00000E+00   0.16252E+02   0.16729E+02   0.17269E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.77978E+02   0.12224E+03  -0.26928E+03  -0.95186E+03   0.65156E-02   0.82049E-05   0.15366E-01       0.16     126.20     0.0000  0.00   0.95101E-01   0.50635E+01    16.7170    16.8043    16.8311    16.8868    17.0654
   2023      6     14   12.00     17112.00   0.15537E+02   0.00000E+00   0.15537E+02   0.16000E+02   0.16570E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.76187E+02   0.11916E+03  -0.27024E+03  -0.10338E+04   0.65800E-02   0.10100E-04   0.14649E-01       0.16     158.15     0.0000  0.00   0.54720E-01   0.52852E+01    15.9883    16.0678    16.0957    16.1578    16.3495
   2023      6     15   12.00     17136.00   0.16744E+02   0.00000E+00   0.16744E+02   0.17006E+02   0.17503E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.41530E+02   0.76881E+02  -0.21001E+03  -0.93980E+03   0.31090E-02   0.39025E-05   0.26990E-02       0.16     194.14     0.0000  0.00  -0.17670E-01   0.15247E+01    17.0023    17.0365    17.0539    17.1109    17.2981
   2023      6     16   12.00     17160.00   0.18350E+02   0.00000E+00   0.18350E+02   0.18756E+02   0.19182E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.47333E+02   0.11159E+03  -0.25708E+03  -0.80183E+03   0.48103E-02   0.81294E-05   0.10822E-01       0.16     226.31     0.0000  0.00  -0.21175E-01  -0.37306E+01    18.7525    18.8028    18.8223    18.8688    19.0203
   2023      6     17   12.00     17184.00   0.18638E+02   0.00000E+00   0.18638E+02   0.19059E+02   0.19518E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.57878E+02   0.12910E+03  -0.30310E+03  -0.81015E+03   0.49402E-02   0.70015E-05   0.88385E-02       0.16     281.28     0.0000  0.00   0.27443E-01  -0.19216E+01    19.0562    19.1125    19.1334    19.1846    19.3382
   2023      6     18   12.00     17208.00   0.18204E+02   0.00000E+00   0.18204E+02   0.18825E+02   0.19332E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.70234E+02   0.16612E+03  -0.36031E+03  -0.86400E+03   0.62313E-02   0.79284E-05   0.10940E-01       0.16     320.87     0.0000  0.00   0.11228E+00   0.39762E+01    18.8231    18.9030    18.9275    18.9811    19.1395
   2023      6     19   12.00     17232.00   0.19656E+02   0.00000E+00   0.19656E+02   0.19887E+02   0.20268E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.39389E+02   0.10863E+03  -0.25820E+03  -0.73223E+03   0.35863E-02   0.45396E-05   0.12206E-02       0.16     272.20     0.0000  0.00   0.36833E-01   0.10005E+01    19.8844    19.9155    19.9301    19.9741    20.1104
   2023      6     20   12.00     17256.00   0.20022E+02   0.00000E+00   0.20022E+02   0.20313E+02   0.20671E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.38316E+02   0.11079E+03  -0.24727E+03  -0.66737E+03   0.39272E-02   0.44890E-05   0.14669E-02       0.16     211.99     0.0000  0.00   0.39650E-01  -0.14846E+01    20.3111    20.3490    20.3639    20.4049    20.5285
   2023      6     21   12.00     17280.00   0.20210E+02   0.00000E+00   0.20210E+02   0.20468E+02   0.20829E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.32031E+02   0.10072E+03  -0.22384E+03  -0.65350E+03   0.35880E-02   0.42814E-05   0.13125E-02       0.16     214.29     0.0000  0.00   0.17316E-02  -0.17331E+01    20.4645    20.5001    20.5146    20.5564    20.6871
   2023      6     22   12.00     17304.00   0.21336E+02   0.00000E+00   0.21336E+02   0.21429E+02   0.21706E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.26102E+02   0.71031E+02  -0.17089E+03  -0.53852E+03   0.16857E-02   0.19720E-05   0.95961E-04       0.16     170.98     0.0000  0.00  -0.38391E-02   0.53007E-01    21.4263    21.4412    21.4510    21.4836    21.5937
   2023      6     23   12.00     17328.00   0.21207E+02   0.00000E+00   0.21207E+02   0.21402E+02   0.21691E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.33124E+02   0.77266E+02  -0.16828E+03  -0.52692E+03   0.32032E-02   0.33998E-05   0.70205E-03       0.16     126.41     0.0000  0.00   0.61847E-02   0.13320E+01    21.4001    21.4277    21.4390    21.4720    21.5799
   2023      6     24   12.00     17352.00   0.21092E+02   0.00000E+00   0.21092E+02   0.21246E+02   0.21534E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31574E+02   0.71781E+02  -0.16649E+03  -0.53958E+03   0.28002E-02   0.31377E-05   0.34293E-03       0.16     116.35     0.0000  0.00   0.15858E-01   0.86363E+00    21.2442    21.2657    21.2761    21.3094    21.4124
   2023      6     25   12.00     17376.00   0.19855E+02   0.00000E+00   0.19855E+02   0.20232E+02   0.20608E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53258E+02   0.11378E+03  -0.23361E+03  -0.64496E+03   0.52521E-02   0.62675E-05   0.82424E-02       0.16     117.04     0.0000  0.00   0.77104E-01   0.33094E+01    20.2285    20.2814    20.2997    20.3412    20.4608
   2023      6     26   12.00     17400.00   0.18429E+02   0.00000E+00   0.18429E+02   0.18905E+02   0.19352E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53435E+02   0.11024E+03  -0.23043E+03  -0.77065E+03   0.59434E-02   0.72206E-05   0.11121E-01       0.16     140.68     0.0000  0.00   0.86467E-01   0.43635E+01    18.9000    18.9636    18.9853    19.0334    19.1833
   2023      6     27   12.00     17424.00   0.18863E+02   0.00000E+00   0.18863E+02   0.19152E+02   0.19554E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.42232E+02   0.97204E+02  -0.21617E+03  -0.75256E+03   0.42323E-02   0.44663E-05   0.18562E-02       0.16     162.59     0.0000  0.00   0.55791E-01   0.15614E+01    19.1481    19.1886    19.2047    19.2506    19.3924
   2023      6     28   12.00     17448.00   0.19442E+02   0.00000E+00   0.19442E+02   0.19715E+02   0.20110E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.42597E+02   0.10123E+03  -0.23082E+03  -0.72507E+03   0.38999E-02   0.43948E-05   0.16627E-02       0.16     216.06     0.0000  0.00   0.17736E-01   0.16972E+01    19.7123    19.7501    19.7657    19.8114    19.9510
   2023      6     29   12.00     17472.00   0.20727E+02   0.00000E+00   0.20727E+02   0.20876E+02   0.21215E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.37400E+02   0.89205E+02  -0.22226E+03  -0.63373E+03   0.20568E-02   0.24110E-05   0.60680E-03       0.16     254.97     0.0000  0.00  -0.81712E-02   0.65999E+00    20.8722    20.8952    20.9077    20.9484    21.0833
   2023      6     30   12.00     17496.00   0.22190E+02   0.00000E+00   0.22190E+02   0.22317E+02   0.22590E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34223E+02   0.93715E+02  -0.23151E+03  -0.51930E+03   0.19785E-02   0.25301E-05   0.23474E-03       0.16     282.40     0.0000  0.00   0.81248E-02   0.41149E+00    22.3144    22.3323    22.3428    22.3763    22.4823
   2023      7      1   12.00     17520.00   0.22611E+02   0.00000E+00   0.22611E+02   0.22948E+02   0.23233E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.42132E+02   0.14275E+03  -0.29192E+03  -0.48808E+03   0.44365E-02   0.46522E-05   0.28252E-02       0.16     307.27     0.0000  0.00   0.74761E-01   0.51633E+00    22.9497    22.9868    23.0001    23.0336    23.1283
   2023      7      2   12.00     17544.00   0.21405E+02   0.00000E+00   0.21405E+02   0.21903E+02   0.22260E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48719E+02   0.16984E+03  -0.31229E+03  -0.56808E+03   0.62481E-02   0.64794E-05   0.81848E-02       0.16     247.73     0.0000  0.00   0.14817E+00   0.13461E+01    21.9041    21.9637    21.9820    22.0209    22.1293
   2023      7      3   12.00     17568.00   0.19758E+02   0.00000E+00   0.19758E+02   0.20208E+02   0.20614E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.51651E+02   0.15292E+03  -0.27861E+03  -0.68586E+03   0.48358E-02   0.62782E-05   0.46496E-02       0.16     172.98     0.0000  0.00   0.56469E-01   0.27948E+01    20.2074    20.2640    20.2827    20.3288    20.4611
   2023      7      4   12.00     17592.00   0.18315E+02   0.00000E+00   0.18315E+02   0.18782E+02   0.19246E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.75901E+02   0.16532E+03  -0.30563E+03  -0.81371E+03   0.41910E-02   0.58174E-05   0.23527E-02       0.16     165.31     0.0000  0.00   0.34285E-01   0.21485E+01    18.7832    18.8361    18.8555    18.9080    19.0577
   2023      7      5   12.00     17616.00   0.16817E+02   0.00000E+00   0.16817E+02   0.17219E+02   0.17733E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.72326E+02   0.13278E+03  -0.25184E+03  -0.92656E+03   0.55298E-02   0.68754E-05   0.61968E-02       0.16     130.94     0.0000  0.00   0.87022E-01   0.31696E+01    17.2127    17.2751    17.2979    17.3552    17.5288
   2023      7      6   12.00     17640.00   0.17681E+02   0.00000E+00   0.17681E+02   0.17932E+02   0.18375E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.29330E+02   0.94714E+02  -0.16832E+03  -0.82681E+03   0.47256E-02   0.53592E-05   0.37820E-02       0.16     110.71     0.0000  0.00   0.32710E-01   0.27807E+01    17.9241    17.9706    17.9887    18.0374    18.2007
   2023      7      7   12.00     17664.00   0.17820E+02   0.00000E+00   0.17820E+02   0.18290E+02   0.18766E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36090E+02   0.15469E+03  -0.24759E+03  -0.82474E+03   0.53911E-02   0.61603E-05   0.65308E-02       0.16     154.68     0.0000  0.00  -0.46464E-01   0.37132E+01    18.2857    18.3505    18.3730    18.4258    18.5953
   2023      7      8   12.00     17688.00   0.16701E+02   0.00000E+00   0.16701E+02   0.17277E+02   0.17782E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.62991E+02   0.15836E+03  -0.27141E+03  -0.91102E+03   0.83616E-02   0.28072E-04   0.47536E-01       0.16     122.22     0.0000  0.00  -0.43024E-01   0.10129E+02    17.2728    17.3543    17.3820    17.4327    17.6003
   2023      7      9   12.00     17712.00   0.15125E+02   0.00000E+00   0.15125E+02   0.15791E+02   0.16378E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.73770E+02   0.15179E+03  -0.25890E+03  -0.10150E+04   0.94758E-02   0.40870E-04   0.71904E-01       0.16      63.71     0.0000  0.00   0.30253E-02   0.13331E+02    15.7823    15.8898    15.9253    15.9833    16.1672
   2023      7     10   12.00     17736.00   0.14245E+02   0.00000E+00   0.14245E+02   0.14694E+02   0.15303E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.43857E+02   0.14495E+03  -0.21844E+03  -0.11076E+04   0.65847E-02   0.92438E-05   0.15880E-01       0.16      70.88     0.0000  0.00  -0.45754E-01   0.58926E+01    14.6790    14.7636    14.7930    14.8580    15.0708
   2023      7     11   12.00     17760.00   0.16297E+02   0.00000E+00   0.16297E+02   0.16440E+02   0.16929E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16240E+02   0.78239E+02  -0.14174E+03  -0.95253E+03   0.28508E-02   0.29824E-05   0.89641E-03       0.16     130.64     0.0000  0.00  -0.21151E-01   0.15339E+00    16.4347    16.4600    16.4752    16.5319    16.7320
   2023      7     12   12.00     17784.00   0.18184E+02   0.00000E+00   0.18184E+02   0.18418E+02   0.18861E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.32804E+02   0.99413E+02  -0.19059E+03  -0.79429E+03   0.37597E-02   0.38825E-05   0.14560E-02       0.16     164.50     0.0000  0.00   0.17065E-01  -0.17679E+01    18.4128    18.4511    18.4670    18.5175    18.6799
   2023      7     13   12.00     17808.00   0.19142E+02   0.00000E+00   0.19142E+02   0.19351E+02   0.19720E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.45049E+02   0.82679E+02  -0.18449E+03  -0.69687E+03   0.33410E-02   0.40254E-05   0.36468E-02       0.16     120.86     0.0000  0.00  -0.17285E-02   0.16317E+01    19.3449    19.3810    19.3955    19.4359    19.5806
   2023      7     14   12.00     17832.00   0.18004E+02   0.00000E+00   0.18004E+02   0.18356E+02   0.18805E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.58978E+02   0.10206E+03  -0.21092E+03  -0.79146E+03   0.54159E-02   0.63720E-05   0.73944E-02       0.16      99.64     0.0000  0.00   0.41172E-01   0.34034E+01    18.3479    18.4086    18.4291    18.4779    18.6225
   2023      7     15   12.00     17856.00   0.17940E+02   0.00000E+00   0.17940E+02   0.18154E+02   0.18561E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.46572E+02   0.80991E+02  -0.18237E+03  -0.80666E+03   0.41349E-02   0.42047E-05   0.17726E-02       0.16     101.12     0.0000  0.00   0.69155E-01  -0.25815E+00    18.1514    18.1857    18.2008    18.2452    18.3953
   2023      7     16   12.00     17880.00   0.18052E+02   0.00000E+00   0.18052E+02   0.18356E+02   0.18799E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.47940E+02   0.85958E+02  -0.19041E+03  -0.78355E+03   0.45952E-02   0.54279E-05   0.45523E-02       0.16      95.60     0.0000  0.00  -0.19897E-01  -0.29007E+01    18.3504    18.3986    18.4175    18.4677    18.6244
   2023      7     17   12.00     17904.00   0.18254E+02   0.00000E+00   0.18254E+02   0.18562E+02   0.19026E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.44033E+02   0.95769E+02  -0.21386E+03  -0.81546E+03   0.64788E-02   0.63031E-05   0.10579E-01       0.16     206.64     0.0000  0.00  -0.13566E+00  -0.34224E+01    18.5514    18.6101    18.6311    18.6834    18.8354
   2023      7     18   12.00     17928.00   0.20662E+02   0.00000E+00   0.20662E+02   0.20864E+02   0.21205E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.41992E+02   0.89618E+02  -0.22079E+03  -0.63610E+03   0.39450E-02   0.40431E-05   0.22653E-02       0.16     282.74     0.0000  0.00  -0.53819E-01  -0.11318E+01    20.8610    20.8910    20.9041    20.9438    21.0777
   2023      7     19   12.00     17952.00   0.22325E+02   0.00000E+00   0.22325E+02   0.22416E+02   0.22652E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.28224E+02   0.62071E+02  -0.15604E+03  -0.45947E+03   0.22571E-02   0.23087E-05   0.20101E-03       0.16     202.98     0.0000  0.00   0.14413E-01   0.37890E-01    22.4135    22.4273    22.4354    22.4636    22.5560
   2023      7     20   12.00     17976.00   0.22592E+02   0.00000E+00   0.22592E+02   0.22808E+02   0.23034E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.32918E+02   0.77992E+02  -0.16389E+03  -0.39113E+03   0.35434E-02   0.33353E-05   0.11147E-02       0.17     106.25     0.0000  0.00  -0.19707E-01   0.13473E+01    22.8079    22.8355    22.8456    22.8706    22.9465
   2023      7     21   12.00     18000.00   0.20458E+02   0.00000E+00   0.20458E+02   0.20755E+02   0.21085E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.45770E+02   0.90957E+02  -0.17991E+03  -0.57660E+03   0.51478E-02   0.53595E-05   0.47175E-02       0.17      71.52     0.0000  0.00  -0.63537E-01   0.28316E+01    20.7499    20.7982    20.8145    20.8506    20.9618
   2023      7     22   12.00     18024.00   0.19792E+02   0.00000E+00   0.19792E+02   0.20122E+02   0.20476E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.37586E+02   0.94202E+02  -0.17221E+03  -0.63055E+03   0.63120E-02   0.86946E-05   0.13353E-01       0.17      85.73     0.0000  0.00  -0.91072E-02   0.56098E+01    20.1123    20.1732    20.1922    20.2293    20.3511
   2023      7     23   12.00     18048.00   0.19030E+02   0.00000E+00   0.19030E+02   0.19379E+02   0.19786E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.41684E+02   0.98631E+02  -0.18176E+03  -0.69518E+03   0.58244E-02   0.79009E-05   0.10756E-01       0.17      79.61     0.0000  0.00   0.18252E-01   0.49442E+01    19.3724    19.4280    19.4482    19.4925    19.6365
   2023      7     24   12.00     18072.00   0.18843E+02   0.00000E+00   0.18843E+02   0.19095E+02   0.19485E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.40473E+02   0.76496E+02  -0.15769E+03  -0.71496E+03   0.44564E-02   0.47656E-05   0.29350E-02       0.17      79.43     0.0000  0.00   0.24936E-01   0.26072E+01    19.0883    19.1311    19.1479    19.1913    19.3368
   2023      7     25   12.00     18096.00   0.19007E+02   0.00000E+00   0.19007E+02   0.19278E+02   0.19656E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.37159E+02   0.71526E+02  -0.14908E+03  -0.68914E+03   0.54682E-02   0.64885E-05   0.74770E-02       0.17      69.86     0.0000  0.00   0.16058E-01   0.41320E+01    19.2692    19.3168    19.3350    19.3769    19.5128
   2023      7     26   12.00     18120.00   0.18867E+02   0.00000E+00   0.18867E+02   0.19129E+02   0.19508E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36185E+02   0.68568E+02  -0.14462E+03  -0.69655E+03   0.58870E-02   0.67957E-05   0.10020E-01       0.17      55.60     0.0000  0.00  -0.67432E-03   0.49157E+01    19.1175    19.1725    19.1918    19.2325    19.3749
   2023      7     27   12.00     18144.00   0.18574E+02   0.00000E+00   0.18574E+02   0.18931E+02   0.19334E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.45078E+02   0.81886E+02  -0.16367E+03  -0.72207E+03   0.62026E-02   0.78226E-05   0.13232E-01       0.17      67.20     0.0000  0.00  -0.10267E-01   0.55122E+01    18.9211    18.9822    19.0023    19.0449    19.1792
   2023      7     28   12.00     18168.00   0.18967E+02   0.00000E+00   0.18967E+02   0.19118E+02   0.19479E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31208E+02   0.58970E+02  -0.13126E+03  -0.70264E+03   0.31102E-02   0.37577E-05   0.29159E-02       0.17      78.31     0.0000  0.00  -0.14268E-02   0.11423E+01    19.1128    19.1411    19.1547    19.1952    19.3385
   2023      7     29   12.00     18192.00   0.19287E+02   0.00000E+00   0.19287E+02   0.19506E+02   0.19874E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34187E+02   0.70265E+02  -0.15262E+03  -0.67632E+03   0.44451E-02   0.38695E-05   0.21563E-02       0.17      87.88     0.0000  0.00   0.62555E-01  -0.14129E+01    19.5018    19.5384    19.5526    19.5934    19.7378
   2023      7     30   12.00     18216.00   0.20053E+02   0.00000E+00   0.20053E+02   0.20155E+02   0.20467E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.24497E+02   0.56403E+02  -0.13766E+03  -0.62938E+03   0.28082E-02   0.29702E-05   0.47340E-03       0.17     120.15     0.0000  0.00   0.33706E-01   0.18954E+00    20.1519    20.1693    20.1798    20.2154    20.3424
   2023      7     31   12.00     18240.00   0.21050E+02   0.00000E+00   0.21050E+02   0.21191E+02   0.21482E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.29893E+02   0.71374E+02  -0.16339E+03  -0.55834E+03   0.26654E-02   0.30381E-05   0.32334E-03       0.17     165.86     0.0000  0.00   0.12221E-02   0.89787E+00    21.1891    21.2088    21.2192    21.2533    21.3710
   2023      8      1   12.00     18264.00   0.21732E+02   0.00000E+00   0.21732E+02   0.21918E+02   0.22197E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31316E+02   0.84986E+02  -0.18268E+03  -0.51033E+03   0.31755E-02   0.33271E-05   0.64568E-03       0.17     189.95     0.0000  0.00  -0.87333E-02   0.12556E+01    21.9161    21.9420    21.9528    21.9856    22.0868
   2023      8      2   12.00     18288.00   0.22475E+02   0.00000E+00   0.22475E+02   0.22598E+02   0.22840E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22075E+02   0.71258E+02  -0.16592E+03  -0.45160E+03   0.25735E-02   0.28050E-05   0.26349E-03       0.18     196.33     0.0000  0.00  -0.42593E-02   0.78756E+00    22.5960    22.6132    22.6219    22.6505    22.7462
   2023      8      3   12.00     18312.00   0.22392E+02   0.00000E+00   0.22392E+02   0.22725E+02   0.23001E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.43727E+02   0.12366E+03  -0.24107E+03  -0.45349E+03   0.46677E-02   0.60496E-05   0.64648E-02       0.18     192.49     0.0000  0.00  -0.81031E-02   0.32938E+01    22.7230    22.7679    22.7829    22.8132    22.9042
   2023      8      4   12.00     18336.00   0.20224E+02   0.00000E+00   0.20224E+02   0.20711E+02   0.21098E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.58493E+02   0.15056E+03  -0.26388E+03  -0.63025E+03   0.77999E-02   0.14566E-04   0.30497E-01       0.18     153.33     0.0000  0.00  -0.23602E-01   0.86755E+01    20.7048    20.7803    20.8034    20.8431    20.9579
   2023      8      5   12.00     18360.00   0.18451E+02   0.00000E+00   0.18451E+02   0.19055E+02   0.19470E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.55575E+02   0.13765E+03  -0.23558E+03  -0.74603E+03   0.10302E-01   0.71885E-04   0.10566E+00       0.18      88.24     0.0000  0.00   0.12071E+00   0.15439E+02    19.0552    19.1339    19.1607    19.2012    19.3302
