   2022      7     29   12.00      9432.00   0.18919E+02   0.00000E+00   0.18919E+02   0.19361E+02   0.19787E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.38948E+02   0.13169E+03  -0.24094E+03  -0.73817E+03   0.59681E-02   0.68512E-05   0.10042E-01       0.17     189.92     0.0000  0.00   0.47978E-01  -0.47276E+01    19.3564    19.4220    19.4431    19.4881    19.6322
   2022      7     30   12.00      9456.00   0.19592E+02   0.00000E+00   0.19592E+02   0.19761E+02   0.20113E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.24448E+02   0.82486E+02  -0.16089E+03  -0.67364E+03   0.37233E-02   0.39787E-05   0.23214E-02       0.17     141.14     0.0000  0.00   0.40267E-01  -0.15493E+01    19.7559    19.7867    19.8000    19.8395    19.9759
   2022      7     31   12.00      9480.00   0.20173E+02   0.00000E+00   0.20173E+02   0.20360E+02   0.20679E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.33699E+02   0.81942E+02  -0.16929E+03  -0.60628E+03   0.35092E-02   0.36123E-05   0.10548E-02       0.17     101.31     0.0000  0.00   0.47011E-01   0.83729E+00    20.3581    20.3850    20.3969    20.4328    20.5519
   2022      8      1   12.00      9504.00   0.19797E+02   0.00000E+00   0.19797E+02   0.19938E+02   0.20279E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.32560E+02   0.75093E+02  -0.15820E+03  -0.65393E+03   0.32875E-02   0.33219E-05   0.74283E-03       0.17     118.91     0.0000  0.00   0.40808E-01   0.17597E+00    19.9352    19.9595    19.9713    20.0100    20.1348
   2022      8      2   12.00      9528.00   0.20095E+02   0.00000E+00   0.20095E+02   0.20317E+02   0.20667E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.45427E+02   0.98749E+02  -0.19689E+03  -0.62772E+03   0.40799E-02   0.40587E-05   0.14921E-02       0.18     123.01     0.0000  0.00   0.63898E-01  -0.55107E+00    20.3160    20.3476    20.3618    20.4023    20.5225
   2022      8      3   12.00      9552.00   0.19137E+02   0.00000E+00   0.19137E+02   0.19400E+02   0.19796E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.47149E+02   0.10130E+03  -0.19781E+03  -0.71540E+03   0.47331E-02   0.42718E-05   0.24842E-02       0.18     127.84     0.0000  0.00   0.91727E-01   0.55966E+00    19.3971    19.4372    19.4524    19.4971    19.6410
   2022      8      4   12.00      9576.00   0.18707E+02   0.00000E+00   0.18707E+02   0.19224E+02   0.19645E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.62334E+02   0.12636E+03  -0.23978E+03  -0.73060E+03   0.67452E-02   0.14544E-04   0.23224E-01       0.18     117.60     0.0000  0.00   0.11695E+00   0.56721E+01    19.2230    19.2856    19.3072    19.3516    19.4884
   2022      8      5   12.00      9600.00   0.16651E+02   0.00000E+00   0.16651E+02   0.17188E+02   0.17707E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.68790E+02   0.12222E+03  -0.23225E+03  -0.89143E+03   0.90136E-02   0.17547E-04   0.46255E-01       0.18      64.63     0.0000  0.00   0.24297E+00   0.78828E+01    17.1800    17.2695    17.2975    17.3510    17.5178
   2022      8      6   12.00      9624.00   0.16108E+02   0.00000E+00   0.16108E+02   0.16573E+02   0.17122E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.61639E+02   0.12559E+03  -0.24456E+03  -0.97898E+03   0.91475E-02   0.95498E-05   0.35191E-01       0.18     145.56     0.0000  0.00   0.33717E+00   0.33055E+00    16.5676    16.6476    16.6738    16.7334    16.9178
   2022      8      7   12.00      9648.00   0.16646E+02   0.00000E+00   0.16646E+02   0.17104E+02   0.17607E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.61705E+02   0.12998E+03  -0.25365E+03  -0.93408E+03   0.83978E-02   0.12800E-04   0.33846E-01       0.18     166.40     0.0000  0.00   0.22927E+00   0.47577E+01    17.0958    17.1733    17.1991    17.2520    17.4189
   2022      8      8   12.00      9672.00   0.16295E+02   0.00000E+00   0.16295E+02   0.16827E+02   0.17355E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.66596E+02   0.13281E+03  -0.27276E+03  -0.96626E+03   0.73466E-02   0.13147E-04   0.23717E-01       0.18     170.25     0.0000  0.00   0.16749E+00   0.40946E+01    16.8219    16.8974    16.9227    16.9796    17.1479
   2022      8      9   12.00      9696.00   0.16497E+02   0.00000E+00   0.16497E+02   0.16919E+02   0.17461E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.61435E+02   0.13009E+03  -0.28705E+03  -0.97903E+03   0.57109E-02   0.57192E-05   0.64498E-02       0.18     227.03     0.0000  0.00   0.12586E+00   0.31447E+00    16.9164    16.9778    17.0007    17.0617    17.2612
   2022      8     10   12.00      9720.00   0.17435E+02   0.00000E+00   0.17435E+02   0.17809E+02   0.18289E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53656E+02   0.11718E+03  -0.27094E+03  -0.90436E+03   0.48628E-02   0.55696E-05   0.35672E-02       0.18     242.56     0.0000  0.00   0.72926E-01   0.22261E+01    17.8046    17.8589    17.8793    17.9329    18.0996
   2022      8     11   12.00      9744.00   0.18419E+02   0.00000E+00   0.18419E+02   0.18748E+02   0.19205E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53048E+02   0.11852E+03  -0.28153E+03  -0.83028E+03   0.45271E-02   0.45676E-05   0.20374E-02       0.18     263.88     0.0000  0.00   0.79095E-01   0.98918E+00    18.7459    18.7895    18.8072    18.8609    19.0189
   2022      8     12   12.00      9768.00   0.18715E+02   0.00000E+00   0.18715E+02   0.19019E+02   0.19442E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.51419E+02   0.11456E+03  -0.24938E+03  -0.77049E+03   0.46706E-02   0.45978E-05   0.21855E-02       0.18     186.86     0.0000  0.00   0.87620E-01   0.71898E+00    19.0173    19.0595    19.0760    19.1237    19.2711
   2022      8     13   12.00      9792.00   0.18298E+02   0.00000E+00   0.18298E+02   0.18530E+02   0.18936E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.45209E+02   0.92701E+02  -0.19397E+03  -0.77412E+03   0.41763E-02   0.40862E-05   0.13315E-02       0.19      93.25     0.0000  0.00   0.70897E-01   0.51418E+00    18.5274    18.5623    18.5773    18.6225    18.7656
   2022      8     14   12.00      9816.00   0.17401E+02   0.00000E+00   0.17401E+02   0.17787E+02   0.18248E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.59307E+02   0.11645E+03  -0.23058E+03  -0.84734E+03   0.64693E-02   0.61781E-05   0.11206E-01       0.19     102.35     0.0000  0.00   0.18033E+00   0.26134E+00    17.7836    17.8395    17.8605    17.9111    18.0690
   2022      8     15   12.00      9840.00   0.16449E+02   0.00000E+00   0.16449E+02   0.16830E+02   0.17336E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.63205E+02   0.11924E+03  -0.24535E+03  -0.94128E+03   0.66565E-02   0.73401E-05   0.11906E-01       0.19     113.95     0.0000  0.00   0.19052E+00   0.50464E+00    16.8248    16.8866    16.9085    16.9639    17.1385
   2022      8     16   12.00      9864.00   0.16205E+02   0.00000E+00   0.16205E+02   0.16548E+02   0.17070E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.58205E+02   0.10203E+03  -0.21677E+03  -0.95366E+03   0.56177E-02   0.51657E-05   0.62323E-02       0.19     102.94     0.0000  0.00   0.12401E+00  -0.11860E+01    16.5428    16.5984    16.6195    16.6779    16.8674
   2022      8     17   12.00      9888.00   0.16029E+02   0.00000E+00   0.16029E+02   0.16428E+02   0.16954E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.67382E+02   0.12106E+03  -0.23604E+03  -0.96841E+03   0.76629E-02   0.76137E-05   0.17366E-01       0.19     116.49     0.0000  0.00   0.23175E+00  -0.63779E+00    16.4175    16.4898    16.5150    16.5717    16.7573
   2022      8     18   12.00      9912.00   0.15950E+02   0.00000E+00   0.15950E+02   0.16280E+02   0.16809E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.57483E+02   0.10877E+03  -0.22927E+03  -0.99283E+03   0.57002E-02   0.60058E-05   0.80302E-02       0.19     140.80     0.0000  0.00   0.13776E+00   0.16930E+01    16.2738    16.3290    16.3511    16.4108    16.5992
   2022      8     19   12.00      9936.00   0.17121E+02   0.00000E+00   0.17121E+02   0.17376E+02   0.17842E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.41718E+02   0.90950E+02  -0.19983E+03  -0.88126E+03   0.40703E-02   0.42850E-05   0.29765E-02       0.19     134.74     0.0000  0.00   0.57260E-01  -0.13168E+01    17.3717    17.4098    17.4267    17.4791    17.6523
   2022      8     20   12.00      9960.00   0.17131E+02   0.00000E+00   0.17131E+02   0.17456E+02   0.17942E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.39258E+02   0.91531E+02  -0.17497E+03  -0.85260E+03   0.58229E-02   0.59506E-05   0.87472E-02       0.19      90.73     0.0000  0.00   0.70205E-01  -0.40935E+01    17.4458    17.5063    17.5279    17.5815    17.7550
   2022      8     21   12.00      9984.00   0.18147E+02   0.00000E+00   0.18147E+02   0.18330E+02   0.18733E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.26904E+02   0.59445E+02  -0.12723E+03  -0.76377E+03   0.39938E-02   0.39819E-05   0.19761E-02       0.19      87.64     0.0000  0.00   0.21317E-01  -0.20675E+01    18.3228    18.3576    18.3727    18.4179    18.5827
   2022      8     22   12.00     10008.00   0.19259E+02   0.00000E+00   0.19259E+02   0.19469E+02   0.19842E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31558E+02   0.72180E+02  -0.16296E+03  -0.68873E+03   0.36019E-02   0.36950E-05   0.12985E-02       0.19     135.38     0.0000  0.00  -0.73635E-02  -0.17100E+01    19.4643    19.4975    19.5114    19.5530    19.6971
   2022      8     23   12.00     10032.00   0.19869E+02   0.00000E+00   0.19869E+02   0.20007E+02   0.20330E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31888E+02   0.67758E+02  -0.16296E+03  -0.64018E+03   0.27518E-02   0.31474E-05   0.49203E-03       0.20     121.41     0.0000  0.00   0.13283E-01  -0.48336E+00    20.0037    20.0250    20.0361    20.0718    20.1983
   2022      8     24   12.00     10056.00   0.19056E+02   0.00000E+00   0.19056E+02   0.19375E+02   0.19768E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48617E+02   0.10049E+03  -0.20570E+03  -0.70669E+03   0.52046E-02   0.49836E-05   0.43365E-02       0.20     112.41     0.0000  0.00   0.97488E-01   0.18708E+01    19.3709    19.4185    19.4358    19.4794    19.6157
   2022      8     25   12.00     10080.00   0.17976E+02   0.00000E+00   0.17976E+02   0.18490E+02   0.18935E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.59742E+02   0.11687E+03  -0.22726E+03  -0.78009E+03   0.79459E-02   0.20488E-04   0.37009E-01       0.20      91.61     0.0000  0.00   0.13299E+00   0.82021E+01    18.4856    18.5616    18.5855    18.6302    18.7787
   2022      8     26   12.00     10104.00   0.16430E+02   0.00000E+00   0.16430E+02   0.17020E+02   0.17512E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.58410E+02   0.99593E+02  -0.19278E+03  -0.88735E+03   0.91119E-02   0.22148E-04   0.62095E-01       0.20      41.80     0.0000  0.00   0.76521E-01   0.12155E+02    17.0192    17.1018    17.1314    17.1809    17.3405
   2022      8     27   12.00     10128.00   0.17062E+02   0.00000E+00   0.17062E+02   0.17243E+02   0.17700E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.33494E+02   0.60787E+02  -0.13712E+03  -0.86586E+03   0.38908E-02   0.47031E-05   0.49666E-02       0.20      78.91     0.0000  0.00   0.23220E-01   0.19227E+01    17.2356    17.2707    17.2874    17.3390    17.5174
   2022      8     28   12.00     10152.00   0.17764E+02   0.00000E+00   0.17764E+02   0.18087E+02   0.18536E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.50307E+02   0.97825E+02  -0.20235E+03  -0.81149E+03   0.55433E-02   0.50281E-05   0.70142E-02       0.20     112.76     0.0000  0.00   0.12254E+00   0.66551E+00    18.0818    18.1324    18.1509    18.2006    18.3615
   2022      8     29   12.00     10176.00   0.16876E+02   0.00000E+00   0.16876E+02   0.17330E+02   0.17854E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.62182E+02   0.12478E+03  -0.24698E+03  -0.89563E+03   0.73928E-02   0.75773E-05   0.17810E-01       0.20     125.69     0.0000  0.00   0.20596E+00   0.33679E+01    17.3209    17.4012    17.4264    17.4829    17.6573
   2022      8     30   12.00     10200.00   0.16452E+02   0.00000E+00   0.16452E+02   0.16842E+02   0.17372E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.56020E+02   0.10475E+03  -0.21321E+03  -0.92243E+03   0.61365E-02   0.61090E-05   0.86736E-02       0.20      97.05     0.0000  0.00   0.12347E+00   0.31473E+01    16.8324    16.8997    16.9227    16.9811    17.1631
   2022      8     31   12.00     10224.00   0.16237E+02   0.00000E+00   0.16237E+02   0.16642E+02   0.17144E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.54002E+02   0.90388E+02  -0.18325E+03  -0.91874E+03   0.67752E-02   0.96655E-05   0.16839E-01       0.20      59.03     0.0000  0.00   0.69257E-01   0.61084E+01    16.6299    16.7032    16.7281    16.7814    16.9486
   2022      9      1   12.00     10248.00   0.16279E+02   0.00000E+00   0.16279E+02   0.16577E+02   0.17069E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48428E+02   0.82338E+02  -0.17607E+03  -0.92584E+03   0.55688E-02   0.70936E-05   0.82946E-02       0.21      67.55     0.0000  0.00   0.61551E-01   0.37954E+01    16.5659    16.6245    16.6464    16.6994    16.8788
   2022      9      2   12.00     10272.00   0.16799E+02   0.00000E+00   0.16799E+02   0.17024E+02   0.17505E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.43451E+02   0.78540E+02  -0.18387E+03  -0.89993E+03   0.43240E-02   0.40821E-05   0.16693E-02       0.21     106.13     0.0000  0.00   0.70506E-01  -0.45507E+00    17.0184    17.0570    17.0738    17.1271    17.3005
   2022      9      3   12.00     10296.00   0.17059E+02   0.00000E+00   0.17059E+02   0.17365E+02   0.17821E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.51800E+02   0.98232E+02  -0.22169E+03  -0.88364E+03   0.52442E-02   0.51501E-05   0.39483E-02       0.21     128.00     0.0000  0.00   0.10648E+00  -0.43224E+00    17.3599    17.4096    17.4293    17.4790    17.6561
   2022      9      4   12.00     10320.00   0.16582E+02   0.00000E+00   0.16582E+02   0.16905E+02   0.17388E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53585E+02   0.91729E+02  -0.20873E+03  -0.91189E+03   0.48776E-02   0.46425E-05   0.36749E-02       0.21      92.17     0.0000  0.00   0.95980E-01   0.12308E+01    16.9003    16.9503    16.9695    17.0221    17.2038
   2022      9      5   12.00     10344.00   0.16565E+02   0.00000E+00   0.16565E+02   0.16836E+02   0.17322E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48471E+02   0.78186E+02  -0.18166E+03  -0.90204E+03   0.39624E-02   0.43072E-05   0.20173E-02       0.21      65.17     0.0000  0.00   0.33716E-01   0.18508E+01    16.8314    16.8741    16.8928    16.9473    17.1234
   2022      9      6   12.00     10368.00   0.16160E+02   0.00000E+00   0.16160E+02   0.16539E+02   0.17052E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53990E+02   0.90690E+02  -0.20459E+03  -0.93946E+03   0.49477E-02   0.53512E-05   0.46659E-02       0.21      88.83     0.0000  0.00   0.42848E-01   0.31617E+01    16.5310    16.5932    16.6159    16.6723    16.8582
   2022      9      7   12.00     10392.00   0.16611E+02   0.00000E+00   0.16611E+02   0.16824E+02   0.17297E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.43397E+02   0.73103E+02  -0.18073E+03  -0.91092E+03   0.36533E-02   0.38769E-05   0.10738E-02       0.21      87.41     0.0000  0.00   0.46635E-01   0.18046E+00    16.8194    16.8533    16.8697    16.9232    17.1029
   2022      9      8   12.00     10416.00   0.16047E+02   0.00000E+00   0.16047E+02   0.16452E+02   0.16966E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.58650E+02   0.96595E+02  -0.21023E+03  -0.93814E+03   0.60939E-02   0.77021E-05   0.11238E-01       0.21      64.68     0.0000  0.00   0.62151E-01  -0.46782E+01    16.4422    16.5112    16.5359    16.5922    16.7780
   2022      9      9   12.00     10440.00   0.15428E+02   0.00000E+00   0.15428E+02   0.15824E+02   0.16363E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.56936E+02   0.97483E+02  -0.20390E+03  -0.99178E+03   0.67830E-02   0.70076E-05   0.13791E-01       0.22      58.10     0.0000  0.00   0.13439E+00  -0.34894E+01    15.8123    15.8889    15.9142    15.9723    16.1621
   2022      9     10   12.00     10464.00   0.15036E+02   0.00000E+00   0.15036E+02   0.15374E+02   0.15936E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.57873E+02   0.10229E+03  -0.21248E+03  -0.10435E+04   0.71028E-02   0.66470E-05   0.13400E-01       0.22      78.83     0.0000  0.00   0.20696E+00   0.94617E+00    15.3623    15.4320    15.4571    15.5186    15.7079
   2022      9     11   12.00     10488.00   0.15304E+02   0.00000E+00   0.15304E+02   0.15704E+02   0.16236E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.50466E+02   0.88017E+02  -0.18626E+03  -0.99951E+03   0.65878E-02   0.65360E-05   0.12054E-01       0.22      76.16     0.0000  0.00   0.15357E+00   0.32228E+01    15.6936    15.7659    15.7890    15.8453    16.0343
   2022      9     12   12.00     10512.00   0.15659E+02   0.00000E+00   0.15659E+02   0.15977E+02   0.16493E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.49415E+02   0.83420E+02  -0.17447E+03  -0.96796E+03   0.68884E-02   0.68600E-05   0.12028E-01       0.22      56.30     0.0000  0.00   0.18114E+00   0.19279E+01    15.9683    16.0287    16.0517    16.1078    16.2810
   2022      9     13   12.00     10536.00   0.15834E+02   0.00000E+00   0.15834E+02   0.16124E+02   0.16670E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.46211E+02   0.79468E+02  -0.17787E+03  -0.95874E+03   0.55091E-02   0.42949E-05   0.53973E-02       0.22      72.86     0.0000  0.00   0.11804E+00  -0.12893E+01    16.1159    16.1704    16.1912    16.2521    16.4523
   2022      9     14   12.00     10560.00   0.16191E+02   0.00000E+00   0.16191E+02   0.16467E+02   0.16979E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48652E+02   0.85282E+02  -0.18799E+03  -0.93307E+03   0.50283E-02   0.42861E-05   0.33393E-02       0.22      74.12     0.0000  0.00   0.10149E+00  -0.30442E+00    16.4607    16.5084    16.5274    16.5846    16.7620
   2022      9     15   12.00     10584.00   0.15717E+02   0.00000E+00   0.15717E+02   0.16096E+02   0.16619E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.57382E+02   0.99240E+02  -0.20424E+03  -0.97131E+03   0.69318E-02   0.11171E-04   0.16795E-01       0.22      76.46     0.0000  0.00   0.12823E+00   0.48867E+01    16.0859    16.1525    16.1772    16.2338    16.4177
   2022      9     16   12.00     10608.00   0.15210E+02   0.00000E+00   0.15210E+02   0.15699E+02   0.16223E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.61325E+02   0.10986E+03  -0.21165E+03  -0.10000E+04   0.13444E-01   0.23794E-03   0.31961E+00       0.22      64.84     0.0000  0.00   0.39863E+00   0.24909E+02    15.6953    15.7725    15.8054    15.8618    16.0643
