   2023      3     27   12.00     15216.00   0.10743E+02   0.00000E+00   0.10743E+02   0.11450E+02   0.12454E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12015E+03   0.12117E+03  -0.31755E+03  -0.12304E+04   0.12859E-01   0.41426E-03   0.26753E+00       0.23     104.77     0.0000  0.00  -0.24531E+00   0.17966E+02    11.4811    11.5496    11.6216    11.7671    12.1510
   2023      3     28   12.00     15240.00   0.10268E+02   0.00000E+00   0.10268E+02   0.11020E+02   0.12197E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14584E+03   0.13084E+03  -0.38568E+03  -0.13017E+04   0.76266E-02   0.23005E-04   0.26644E-01       0.22     144.69     0.0000  0.00   0.10227E+00   0.57386E+01    11.0568    11.1145    11.1861    11.3592    11.7171
   2023      3     29   12.00     15264.00   0.98110E+01   0.00000E+00   0.98110E+01   0.10584E+02   0.11747E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14028E+03   0.12465E+03  -0.34960E+03  -0.13327E+04   0.87515E-02   0.58314E-04   0.54019E-01       0.22     133.43     0.0000  0.00   0.69334E-01   0.82368E+01    10.6190    10.6800    10.7543    10.9259    11.2967
   2023      3     30   12.00     15288.00   0.11736E+02   0.00000E+00   0.11736E+02   0.12191E+02   0.13229E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10505E+03   0.10670E+03  -0.28156E+03  -0.11614E+04   0.62757E-02   0.63761E-04   0.48514E-01       0.22     116.37     0.0000  0.00   0.73954E-02  -0.17622E+01    12.2103    12.2507    12.3068    12.4699    12.8288
   2023      3     31   12.00     15312.00   0.99469E+01   0.00000E+00   0.99469E+01   0.10903E+02   0.12079E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17166E+03   0.15337E+03  -0.41494E+03  -0.13019E+04   0.13221E-01   0.39630E-03   0.24696E+00       0.22     123.92     0.0000  0.00  -0.15901E+00  -0.18514E+02    10.9482    11.0123    11.0949    11.2802    11.7546
   2023      4      1   12.00     15336.00   0.90389E+01   0.00000E+00   0.90389E+01   0.98020E+01   0.10924E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15462E+03   0.13480E+03  -0.37588E+03  -0.14126E+04   0.11378E-01   0.15864E-03   0.12303E+00       0.22     119.97     0.0000  0.00  -0.45110E+00  -0.16669E+01     9.8383     9.8955     9.9726    10.1370    10.5376
   2023      4      2   12.00     15360.00   0.10011E+02   0.00000E+00   0.10011E+02   0.10546E+02   0.11761E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11804E+03   0.10637E+03  -0.32241E+03  -0.13254E+04   0.67830E-02   0.53579E-04   0.48539E-01       0.22     125.15     0.0000  0.00  -0.19846E+00   0.23901E+01    10.5704    10.6198    10.6853    10.8697    11.2616
   2023      4      3   12.00     15384.00   0.10904E+02   0.00000E+00   0.10904E+02   0.11526E+02   0.12734E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10410E+03   0.10793E+03  -0.32213E+03  -0.12443E+04   0.57212E-02   0.79217E-05   0.81968E-02       0.22     145.26     0.0000  0.00   0.84890E-01  -0.27236E+01    11.5587    11.6098    11.6732    11.8563    12.2078
   2023      4      4   12.00     15408.00   0.11270E+02   0.00000E+00   0.11270E+02   0.12189E+02   0.13289E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12651E+03   0.13889E+03  -0.37983E+03  -0.11964E+04   0.87141E-02   0.71534E-04   0.64973E-01       0.22     164.48     0.0000  0.00   0.12484E+00  -0.80517E+01    12.2419    12.3044    12.3739    12.5332    12.8625
   2023      4      5   12.00     15432.00   0.88868E+01   0.00000E+00   0.88868E+01   0.99934E+01   0.11280E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.19621E+03   0.15846E+03  -0.50924E+03  -0.14322E+04   0.10289E-01   0.16724E-03   0.10432E+00       0.22     202.06     0.0000  0.00  -0.30955E-01  -0.12109E+02    10.0477    10.1263    10.2217    10.4108    10.8725
   2023      4      6   12.00     15456.00   0.74423E+01   0.00000E+00   0.74423E+01   0.83753E+01   0.98408E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.19565E+03   0.13659E+03  -0.51025E+03  -0.15940E+04   0.73427E-02   0.22160E-04   0.24243E-01       0.21     223.27     0.0000  0.00  -0.48519E-01  -0.58658E+01     8.4196     8.4986     8.5862     8.7993     9.2298
   2023      4      7   12.00     15480.00   0.68239E+01   0.00000E+00   0.68239E+01   0.79138E+01   0.93430E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.21175E+03   0.13659E+03  -0.52907E+03  -0.16323E+04   0.75597E-02   0.29775E-04   0.29736E-01       0.21     228.80     0.0000  0.00  -0.44294E-01  -0.65374E+01     7.9736     8.0603     8.1542     8.3590     8.8145
   2023      4      8   12.00     15504.00   0.58664E+01   0.00000E+00   0.58664E+01   0.69027E+01   0.83888E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.22664E+03   0.13325E+03  -0.54077E+03  -0.17215E+04   0.77949E-02   0.33196E-04   0.30366E-01       0.21     228.78     0.0000  0.00  -0.11323E+00  -0.61371E+01     6.9522     7.0441     7.1487     7.3630     7.8602
   2023      4      9   12.00     15528.00   0.75435E+01   0.00000E+00   0.75435E+01   0.81363E+01   0.96114E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.14848E+03   0.95135E+02  -0.41215E+03  -0.15758E+04   0.39526E-02   0.45701E-05   0.34804E-02       0.21     215.34     0.0000  0.00  -0.40425E-01   0.14090E+00     8.1617     8.2200     8.2939     8.5237     9.0383
   2023      4     10   12.00     15552.00   0.94243E+01   0.00000E+00   0.94243E+01   0.98638E+01   0.11238E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13806E+03   0.99439E+02  -0.40354E+03  -0.14212E+04   0.30205E-02   0.36926E-05   0.18957E-02       0.21     212.82     0.0000  0.00   0.94241E-02   0.46781E+00     9.8788     9.9224     9.9847    10.2039    10.6283
   2023      4     11   12.00     15576.00   0.90202E+01   0.00000E+00   0.90202E+01   0.99404E+01   0.11270E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17172E+03   0.13810E+03  -0.43983E+03  -0.14152E+04   0.73426E-02   0.24648E-04   0.27438E-01       0.21     187.92     0.0000  0.00   0.21828E+00  -0.17022E+01     9.9925    10.0601    10.1392    10.3370    10.7489
   2023      4     12   12.00     15600.00   0.86090E+01   0.00000E+00   0.86090E+01   0.94373E+01   0.10772E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18637E+03   0.14587E+03  -0.44835E+03  -0.14628E+04   0.85525E-02   0.33700E-04   0.38107E-01       0.21     178.39     0.0000  0.00   0.23394E+00  -0.37067E+01     9.4750     9.5479     9.6308     9.8287    10.2459
   2023      4     13   12.00     15624.00   0.73106E+01   0.00000E+00   0.73106E+01   0.83277E+01   0.96297E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.20250E+03   0.15015E+03  -0.51126E+03  -0.15912E+04   0.10497E-01   0.17030E-03   0.10361E+00       0.21     226.66     0.0000  0.00   0.50259E-01  -0.12233E+02     8.3815     8.4628     8.5508     8.7388     9.2102
   2023      4     14   12.00     15648.00   0.73606E+01   0.00000E+00   0.73606E+01   0.83399E+01   0.95877E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.18292E+03   0.15018E+03  -0.50560E+03  -0.15924E+04   0.11570E-01   0.27427E-03   0.14268E+00       0.20     253.71     0.0000  0.00  -0.26149E-01  -0.14569E+02     8.3871     8.4552     8.5468     8.7261     9.2325
   2023      4     15   12.00     15672.00   0.74592E+01   0.00000E+00   0.74592E+01   0.86043E+01   0.98889E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.18138E+03   0.14812E+03  -0.49087E+03  -0.15540E+04   0.12345E-01   0.36948E-03   0.20162E+00       0.20     252.83     0.0000  0.00  -0.11326E+00  -0.17040E+02     8.6586     8.7454     8.8330     9.0097     9.5552
   2023      4     16   12.00     15696.00   0.79231E+01   0.00000E+00   0.79231E+01   0.89342E+01   0.10182E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18380E+03   0.14981E+03  -0.49186E+03  -0.15332E+04   0.11653E-01   0.29012E-03   0.15680E+00       0.20     255.73     0.0000  0.00  -0.17822E+00  -0.14382E+02     8.9805     9.0551     9.1365     9.3145     9.8104
   2023      4     17   12.00     15720.00   0.78629E+01   0.00000E+00   0.78629E+01   0.88797E+01   0.10213E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.20538E+03   0.14676E+03  -0.51530E+03  -0.15462E+04   0.90121E-02   0.58795E-04   0.52671E-01       0.20     261.41     0.0000  0.00  -0.15845E+00  -0.81544E+01     8.9336     9.0130     9.1004     9.2884     9.7538
   2023      4     18   12.00     15744.00   0.80991E+01   0.00000E+00   0.80991E+01   0.90519E+01   0.10386E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16469E+03   0.13593E+03  -0.46629E+03  -0.15225E+04   0.88005E-02   0.64892E-04   0.54373E-01       0.20     265.17     0.0000  0.00  -0.47391E-01  -0.88500E+01     9.1024     9.1784     9.2651     9.4621     9.9161
   2023      4     19   12.00     15768.00   0.94072E+01   0.00000E+00   0.94072E+01   0.10379E+02   0.11684E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15394E+03   0.14588E+03  -0.45866E+03  -0.13988E+04   0.84599E-02   0.44832E-04   0.47082E-01       0.20     267.16     0.0000  0.00   0.36623E-01  -0.82826E+01    10.4327    10.5103    10.5925    10.7824    11.1782
   2023      4     20   12.00     15792.00   0.11298E+02   0.00000E+00   0.11298E+02   0.11871E+02   0.13022E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.87088E+02   0.94247E+02  -0.33339E+03  -0.12495E+04   0.52828E-02   0.90549E-05   0.82012E-02       0.20     267.43     0.0000  0.00   0.39500E-01  -0.31321E+01    11.8950    11.9457    12.0048    12.1779    12.5433
   2023      4     21   12.00     15816.00   0.14569E+02   0.00000E+00   0.14569E+02   0.15096E+02   0.16007E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.80475E+02   0.11132E+03  -0.35363E+03  -0.95453E+03   0.47323E-02   0.71316E-05   0.51413E-02       0.20     271.20     0.0000  0.00   0.18949E-01  -0.25460E+01    15.1216    15.1623    15.2089    15.3484    15.6263
   2023      4     22   12.00     15840.00   0.12432E+02   0.00000E+00   0.12432E+02   0.13401E+02   0.14478E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16826E+03   0.16893E+03  -0.48301E+03  -0.11465E+04   0.84940E-02   0.52215E-04   0.52559E-01       0.20     269.03     0.0000  0.00  -0.37306E-01  -0.84644E+01    13.4580    13.5237    13.5961    13.7523    14.0728
   2023      4     23   12.00     15864.00   0.11393E+02   0.00000E+00   0.11393E+02   0.12274E+02   0.13381E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13883E+03   0.15719E+03  -0.44676E+03  -0.12447E+04   0.99871E-02   0.10829E-03   0.86197E-01       0.19     274.26     0.0000  0.00   0.37057E-01  -0.11164E+02    12.3219    12.3878    12.4626    12.6264    12.9854
   2023      4     24   12.00     15888.00   0.11732E+02   0.00000E+00   0.11732E+02   0.12549E+02   0.13699E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12713E+03   0.15892E+03  -0.45082E+03  -0.12189E+04   0.84937E-02   0.36974E-04   0.40010E-01       0.19     276.00     0.0000  0.00   0.17350E+00  -0.63642E+01    12.5936    12.6516    12.7241    12.8937    13.2309
   2023      4     25   12.00     15912.00   0.11685E+02   0.00000E+00   0.11685E+02   0.12414E+02   0.13557E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11659E+03   0.14648E+03  -0.40565E+03  -0.12194E+04   0.74889E-02   0.15466E-04   0.20949E-01       0.19     240.42     0.0000  0.00   0.21504E+00  -0.21455E+01    12.4543    12.5090    12.5735    12.7419    13.0639
   2023      4     26   12.00     15936.00   0.13002E+02   0.00000E+00   0.13002E+02   0.13546E+02   0.14540E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.84426E+02   0.12888E+03  -0.33859E+03  -0.10971E+04   0.70704E-02   0.12552E-04   0.15510E-01       0.19     234.35     0.0000  0.00   0.19410E+00  -0.16537E+01    13.5742    13.6201    13.6752    13.8217    14.1266
   2023      4     27   12.00     15960.00   0.14463E+02   0.00000E+00   0.14463E+02   0.14999E+02   0.15927E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.95696E+02   0.12866E+03  -0.34007E+03  -0.96853E+03   0.57030E-02   0.77206E-05   0.67249E-02       0.19     242.25     0.0000  0.00   0.13034E+00  -0.72319E+00    15.0264    15.0664    15.1128    15.2543    15.5223
   2023      4     28   12.00     15984.00   0.14432E+02   0.00000E+00   0.14432E+02   0.15057E+02   0.15994E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11766E+03   0.13893E+03  -0.34768E+03  -0.95651E+03   0.58136E-02   0.93209E-05   0.97141E-02       0.19     206.54     0.0000  0.00   0.88974E-01   0.28891E+01    15.0941    15.1395    15.1894    15.3294    15.6067
   2023      4     29   12.00     16008.00   0.14270E+02   0.00000E+00   0.14270E+02   0.14852E+02   0.15784E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10244E+03   0.13321E+03  -0.32063E+03  -0.97461E+03   0.66585E-02   0.13363E-04   0.15931E-01       0.19     204.24     0.0000  0.00   0.10616E+00   0.41142E+01    14.8830    14.9289    14.9822    15.1193    15.3898
   2023      4     30   12.00     16032.00   0.15150E+02   0.00000E+00   0.15150E+02   0.15735E+02   0.16516E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.74469E+02   0.14135E+03  -0.31541E+03  -0.90005E+03   0.92727E-02   0.43994E-04   0.56994E-01       0.19     217.40     0.0000  0.00   0.35193E+00   0.18925E+01    15.7634    15.8052    15.8524    15.9666    16.2055
   2023      5      1   12.00     16056.00   0.15494E+02   0.00000E+00   0.15494E+02   0.16093E+02   0.16853E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.64532E+02   0.14413E+03  -0.31294E+03  -0.87029E+03   0.90357E-02   0.48222E-04   0.54276E-01       0.19     218.60     0.0000  0.00   0.35068E+00   0.41291E+00    16.1247    16.1644    16.2094    16.3192    16.5520
   2023      5      2   12.00     16080.00   0.15575E+02   0.00000E+00   0.15575E+02   0.16147E+02   0.16957E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.92340E+02   0.14396E+03  -0.33285E+03  -0.86022E+03   0.63755E-02   0.11131E-04   0.12088E-01       0.19     190.37     0.0000  0.00   0.14681E+00   0.22576E+01    16.1803    16.2215    16.2669    16.3866    16.6120
   2023      5      3   12.00     16104.00   0.14245E+02   0.00000E+00   0.14245E+02   0.14901E+02   0.15828E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10161E+03   0.13783E+03  -0.32712E+03  -0.96755E+03   0.70282E-02   0.15438E-04   0.19076E-01       0.18     166.82     0.0000  0.00   0.13486E+00   0.43559E+01    14.9393    14.9850    15.0407    15.1785    15.4415
   2023      5      4   12.00     16128.00   0.15893E+02   0.00000E+00   0.15893E+02   0.16116E+02   0.16918E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.60997E+02   0.92862E+02  -0.26850E+03  -0.86108E+03   0.26809E-02   0.37904E-05   0.15022E-02       0.18     222.12     0.0000  0.00   0.14381E-01   0.50124E+00    16.1226    16.1447    16.1798    16.3076    16.5761
   2023      5      5   12.00     16152.00   0.15754E+02   0.00000E+00   0.15754E+02   0.16446E+02   0.17269E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10896E+03   0.15711E+03  -0.37787E+03  -0.85128E+03   0.64932E-02   0.20822E-04   0.18411E-01       0.18     230.47     0.0000  0.00  -0.46409E-01  -0.47032E+01    16.4831    16.5288    16.5760    16.6966    16.9363
   2023      5      6   12.00     16176.00   0.14386E+02   0.00000E+00   0.14386E+02   0.15109E+02   0.15999E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10165E+03   0.15386E+03  -0.34810E+03  -0.96336E+03   0.82482E-02   0.40495E-04   0.40634E-01       0.18     192.77     0.0000  0.00  -0.42419E-01  -0.77588E+01    15.1510    15.2018    15.2577    15.3872    15.6498
   2023      5      7   12.00     16200.00   0.14827E+02   0.00000E+00   0.14827E+02   0.15425E+02   0.16309E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.78632E+02   0.13581E+03  -0.33479E+03  -0.93981E+03   0.60591E-02   0.10231E-04   0.11404E-01       0.18     228.68     0.0000  0.00   0.57891E-01  -0.35260E+01    15.4579    15.5028    15.5513    15.6812    15.9419
   2023      5      8   12.00     16224.00   0.14837E+02   0.00000E+00   0.14837E+02   0.15562E+02   0.16423E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.89884E+02   0.16439E+03  -0.38581E+03  -0.94164E+03   0.99322E-02   0.65338E-04   0.76814E-01       0.18     263.27     0.0000  0.00   0.41015E+00  -0.10683E+01    15.6002    15.6499    15.7050    15.8311    16.1178
   2023      5      9   12.00     16248.00   0.14912E+02   0.00000E+00   0.14912E+02   0.15535E+02   0.16333E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.81472E+02   0.16748E+03  -0.35410E+03  -0.93790E+03   0.11261E-01   0.11679E-03   0.10137E+00       0.18     231.11     0.0000  0.00   0.50744E+00  -0.44066E+00    15.5691    15.6118    15.6613    15.7742    16.0512
   2023      5     10   12.00     16272.00   0.15284E+02   0.00000E+00   0.15284E+02   0.15853E+02   0.16693E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.70871E+02   0.15133E+03  -0.31835E+03  -0.89528E+03   0.81207E-02   0.24272E-04   0.30869E-01       0.18     218.51     0.0000  0.00   0.20775E+00  -0.41486E+01    15.8813    15.9232    15.9738    16.0987    16.3351
   2023      5     11   12.00     16296.00   0.15269E+02   0.00000E+00   0.15269E+02   0.16008E+02   0.16815E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97382E+02   0.17295E+03  -0.39128E+03  -0.91018E+03   0.92875E-02   0.68874E-04   0.62291E-01       0.18     268.43     0.0000  0.00   0.71625E-01  -0.93023E+01    16.0481    16.0969    16.1508    16.2645    16.5215
   2023      5     12   12.00     16320.00   0.14933E+02   0.00000E+00   0.14933E+02   0.15681E+02   0.16561E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.95957E+02   0.16068E+03  -0.39850E+03  -0.95354E+03   0.79376E-02   0.38048E-04   0.39047E-01       0.18     303.33     0.0000  0.00  -0.17478E-01  -0.73133E+01    15.7224    15.7723    15.8279    15.9554    16.2068
   2023      5     13   12.00     16344.00   0.16675E+02   0.00000E+00   0.16675E+02   0.17113E+02   0.17858E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.68327E+02   0.11890E+03  -0.31811E+03  -0.78603E+03   0.44006E-02   0.12885E-04   0.11996E-01       0.18     244.69     0.0000  0.00   0.45514E-01   0.16382E+01    17.1340    17.1645    17.2022    17.3165    17.5550
   2023      5     14   12.00     16368.00   0.14591E+02   0.00000E+00   0.14591E+02   0.15261E+02   0.16061E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11140E+03   0.16035E+03  -0.35133E+03  -0.93493E+03   0.11570E-01   0.24440E-03   0.14039E+00       0.17     130.21     0.0000  0.00   0.14295E-01   0.14143E+02    15.2974    15.3420    15.3989    15.5197    15.8056
   2023      5     15   12.00     16392.00   0.13799E+02   0.00000E+00   0.13799E+02   0.14276E+02   0.15137E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.82331E+02   0.10744E+03  -0.24697E+03  -0.98697E+03   0.92940E-02   0.92658E-04   0.74672E-01       0.17      65.91     0.0000  0.00   0.84087E-01   0.85493E+01    14.2992    14.3418    14.3941    14.5228    14.7962
   2023      5     16   12.00     16416.00   0.13729E+02   0.00000E+00   0.13729E+02   0.14294E+02   0.15176E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.96590E+02   0.11932E+03  -0.27851E+03  -0.98838E+03   0.89218E-02   0.41889E-04   0.47762E-01       0.17      72.87     0.0000  0.00   0.22515E+00   0.61069E+01    14.3243    14.3672    14.4242    14.5532    14.8080
   2023      5     17   12.00     16440.00   0.12717E+02   0.00000E+00   0.12717E+02   0.13396E+02   0.14384E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11747E+03   0.13114E+03  -0.31461E+03  -0.10864E+04   0.81745E-02   0.42655E-04   0.40296E-01       0.17     106.36     0.0000  0.00  -0.11162E-01   0.74448E+01    13.4320    13.4808    13.5425    13.6863    13.9944
   2023      5     18   12.00     16464.00   0.14731E+02   0.00000E+00   0.14731E+02   0.14968E+02   0.15851E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48324E+02   0.68943E+02  -0.19999E+03  -0.93383E+03   0.33259E-02   0.49067E-05   0.35353E-02       0.17     155.38     0.0000  0.00  -0.15411E-01   0.13107E+01    14.9741    14.9990    15.0364    15.1764    15.4570
   2023      5     19   12.00     16488.00   0.17041E+02   0.00000E+00   0.17041E+02   0.17476E+02   0.18125E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.45604E+02   0.11972E+03  -0.25928E+03  -0.72252E+03   0.58651E-02   0.10698E-04   0.11565E-01       0.17     185.13     0.0000  0.00   0.11591E+00  -0.25933E+01    17.5010    17.5330    17.5693    17.6631    17.8687
   2023      5     20   12.00     16512.00   0.17013E+02   0.00000E+00   0.17013E+02   0.17485E+02   0.18180E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.55168E+02   0.13735E+03  -0.28267E+03  -0.74094E+03   0.61161E-02   0.10330E-04   0.11114E-01       0.17     216.56     0.0000  0.00   0.14162E+00  -0.13028E+01    17.5105    17.5471    17.5861    17.6866    17.9053
   2023      5     21   12.00     16536.00   0.17099E+02   0.00000E+00   0.17099E+02   0.17765E+02   0.18484E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.75778E+02   0.16930E+03  -0.35464E+03  -0.74513E+03   0.71977E-02   0.14506E-04   0.19733E-01       0.17     261.67     0.0000  0.00   0.19936E+00   0.26201E+01    17.8093    17.8514    17.8957    17.9990    18.2136
   2023      5     22   12.00     16560.00   0.16311E+02   0.00000E+00   0.16311E+02   0.16894E+02   0.17688E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.81390E+02   0.15740E+03  -0.34107E+03  -0.81369E+03   0.69219E-02   0.13675E-04   0.16681E-01       0.17     224.15     0.0000  0.00   0.19001E+00   0.20183E+01    16.9259    16.9669    17.0119    17.1292    17.3608
   2023      5     23   12.00     16584.00   0.16819E+02   0.00000E+00   0.16819E+02   0.17151E+02   0.17872E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.60143E+02   0.10787E+03  -0.25302E+03  -0.75948E+03   0.41916E-02   0.49166E-05   0.19340E-02       0.17     173.05     0.0000  0.00   0.75205E-01   0.32835E+00    17.1661    17.1927    17.2257    17.3377    17.5681
   2023      5     24   12.00     16608.00   0.18329E+02   0.00000E+00   0.18329E+02   0.18460E+02   0.19047E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36954E+02   0.72848E+02  -0.19321E+03  -0.62416E+03   0.24636E-02   0.28105E-05   0.22176E-03       0.17     154.15     0.0000  0.00   0.11550E-01  -0.41977E+00    18.4639    18.4782    18.5013    18.5950    18.7828
   2023      5     25   12.00     16632.00   0.18592E+02   0.00000E+00   0.18592E+02   0.18904E+02   0.19492E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53094E+02   0.10508E+03  -0.24282E+03  -0.59617E+03   0.38216E-02   0.45094E-05   0.16753E-02       0.17     165.13     0.0000  0.00   0.14580E-01  -0.15387E+01    18.9187    18.9440    18.9732    19.0646    19.2475
   2023      5     26   12.00     16656.00   0.18438E+02   0.00000E+00   0.18438E+02   0.18755E+02   0.19369E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.62043E+02   0.10824E+03  -0.26498E+03  -0.62594E+03   0.33004E-02   0.38351E-05   0.15330E-02       0.17     190.24     0.0000  0.00   0.28855E-01   0.36789E+00    18.7689    18.7914    18.8194    18.9162    19.1030
   2023      5     27   12.00     16680.00   0.16886E+02   0.00000E+00   0.16886E+02   0.17520E+02   0.18273E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.90272E+02   0.13641E+03  -0.30737E+03  -0.73798E+03   0.56374E-02   0.89848E-05   0.84796E-02       0.16     162.58     0.0000  0.00   0.50335E-01   0.34343E+01    17.5540    17.5946    17.6356    17.7480    17.9611
   2023      5     28   12.00     16704.00   0.16769E+02   0.00000E+00   0.16769E+02   0.17141E+02   0.17844E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.74063E+02   0.11070E+03  -0.25849E+03  -0.75853E+03   0.46308E-02   0.55127E-05   0.36038E-02       0.16     139.57     0.0000  0.00   0.77723E-01   0.39669E+00    17.1604    17.1913    17.2264    17.3314    17.5549
   2023      5     29   12.00     16728.00   0.15795E+02   0.00000E+00   0.15795E+02   0.16448E+02   0.17233E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.99396E+02   0.14064E+03  -0.31453E+03  -0.83112E+03   0.67078E-02   0.12413E-04   0.16392E-01       0.16     151.82     0.0000  0.00   0.17437E+00   0.11686E+01    16.4859    16.5257    16.5702    16.6853    16.9264
   2023      5     30   12.00     16752.00   0.15224E+02   0.00000E+00   0.15224E+02   0.15818E+02   0.16667E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98890E+02   0.13403E+03  -0.31001E+03  -0.88892E+03   0.64074E-02   0.19634E-04   0.20895E-01       0.16     159.92     0.0000  0.00   0.10616E+00  -0.18135E+01    15.8513    15.8922    15.9394    16.0641    16.3095
   2023      5     31   12.00     16776.00   0.14699E+02   0.00000E+00   0.14699E+02   0.15421E+02   0.16278E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.99325E+02   0.14458E+03  -0.33407E+03  -0.94269E+03   0.76707E-02   0.32313E-04   0.37904E-01       0.16     203.64     0.0000  0.00  -0.24863E-01  -0.70235E+01    15.4646    15.5122    15.5655    15.6909    15.9623
   2023      6      1   12.00     16800.00   0.15330E+02   0.00000E+00   0.15330E+02   0.15949E+02   0.16759E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98366E+02   0.14083E+03  -0.32726E+03  -0.87782E+03   0.66786E-02   0.11564E-04   0.16101E-01       0.16     167.07     0.0000  0.00  -0.17882E+00  -0.10265E+01    15.9882    16.0329    16.0791    16.1944    16.4398
   2023      6      2   12.00     16824.00   0.14221E+02   0.00000E+00   0.14221E+02   0.14698E+02   0.15602E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.90018E+02   0.12322E+03  -0.28100E+03  -0.97061E+03   0.67870E-02   0.14147E-04   0.17086E-01       0.16     106.08     0.0000  0.00  -0.18700E+00   0.16141E+01    14.7223    14.7619    14.8110    14.9469    15.2202
   2023      6      3   12.00     16848.00   0.15891E+02   0.00000E+00   0.15891E+02   0.16137E+02   0.16932E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53822E+02   0.83339E+02  -0.22457E+03  -0.83768E+03   0.35551E-02   0.42599E-05   0.10699E-02       0.16     156.58     0.0000  0.00  -0.32871E-01   0.10742E+01    16.1458    16.1711    16.2057    16.3300    16.5992
   2023      6      4   12.00     16872.00   0.17728E+02   0.00000E+00   0.17728E+02   0.17933E+02   0.18577E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.43693E+02   0.77329E+02  -0.20997E+03  -0.67011E+03   0.30422E-02   0.35377E-05   0.53575E-03       0.16     153.82     0.0000  0.00   0.58290E-02   0.96967E+00    17.9402    17.9603    17.9876    18.0895    18.2953
