   2021      5     27   12.00     25464.00   0.15782E+02   0.00000E+00   0.15782E+02   0.15923E+02   0.15992E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.19884E+02   0.62308E+02  -0.15008E+03  -0.74291E+02   0.39130E-02   0.54292E-04   0.18323E-02       0.16     266.67     0.0000  0.00   0.57348E-03   0.14358E+01    15.8926    15.9282    15.9389    15.9496    15.9890
   2021      5     28   12.00     25488.00   0.16898E+02   0.00000E+00   0.16898E+02   0.16999E+02   0.17061E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.14782E+02   0.58216E+02  -0.15105E+03  -0.76643E+02   0.29586E-02   0.36671E-04   0.91023E-03       0.16     284.44     0.0000  0.00   0.17770E-01   0.25901E+00    16.9771    17.0013    17.0094    17.0190    17.0578
   2021      5     29   12.00     25512.00   0.17878E+02   0.00000E+00   0.17878E+02   0.18029E+02   0.18131E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.14061E+02   0.80697E+02  -0.18549E+03  -0.86934E+02   0.33193E-02   0.44815E-04   0.13567E-02       0.16     315.31     0.0000  0.00  -0.22432E-02  -0.61807E+00    17.9882    18.0193    18.0600    18.0840    18.1269
   2021      5     30   12.00     25536.00   0.17733E+02   0.00000E+00   0.17733E+02   0.18236E+02   0.18543E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.17008E+02   0.15682E+03  -0.26760E+03  -0.99506E+02   0.67375E-02   0.11181E-03   0.14754E-01       0.16     325.18     0.0000  0.00  -0.15951E+00  -0.16552E+01    18.0756    18.1723    18.3795    18.4768    18.5296
   2021      5     31   12.00     25560.00   0.18063E+02   0.00000E+00   0.18063E+02   0.18310E+02   0.18424E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.12216E+02   0.10398E+03  -0.21506E+03  -0.96954E+02   0.40754E-02   0.61151E-04   0.44016E-02       0.16     318.14     0.0000  0.00  -0.32120E-02  -0.78809E+00    18.2482    18.3066    18.3536    18.3699    18.4174
   2021      6      1   12.00     25584.00   0.17743E+02   0.00000E+00   0.17743E+02   0.18258E+02   0.18560E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.15637E+02   0.13540E+03  -0.24625E+03  -0.94219E+02   0.65490E-02   0.10649E-03   0.12805E-01       0.16     299.31     0.0000  0.00   0.14576E+00  -0.15727E+01    18.1057    18.1947    18.3912    18.4995    18.5502
   2021      6      2   12.00     25608.00   0.18072E+02   0.00000E+00   0.18072E+02   0.18321E+02   0.18455E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.71167E+01   0.10164E+03  -0.19223E+03  -0.87325E+02   0.50114E-02   0.80168E-04   0.42215E-02       0.16     280.26     0.0000  0.00   0.82334E-01  -0.10640E+01    18.2507    18.3051    18.3802    18.4024    18.4473
   2021      6      3   12.00     25632.00   0.18990E+02   0.00000E+00   0.18990E+02   0.19121E+02   0.19187E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.27985E+01   0.81036E+02  -0.15977E+03  -0.81077E+02   0.35782E-02   0.53639E-04   0.10817E-02       0.16     286.93     0.0000  0.00   0.26633E-01  -0.85248E+00    19.0949    19.1259    19.1343    19.1445    19.1837
   2021      6      4   12.00     25656.00   0.19941E+02   0.00000E+00   0.19941E+02   0.20110E+02   0.20181E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.67974E+01   0.95713E+02  -0.18444E+03  -0.83037E+02   0.37449E-02   0.59548E-04   0.13617E-02       0.16     297.81     0.0000  0.00   0.26695E-01  -0.10164E+01    20.0782    20.1158    20.1260    20.1365    20.1752
   2021      6      5   12.00     25680.00   0.19848E+02   0.00000E+00   0.19848E+02   0.20214E+02   0.20394E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.17616E+02   0.13316E+03  -0.24455E+03  -0.87544E+02   0.52935E-02   0.74573E-04   0.51413E-02       0.16     290.58     0.0000  0.00   0.10230E+00  -0.10072E+00    20.1145    20.1892    20.2993    20.3378    20.3835
   2021      6      6   12.00     25704.00   0.18581E+02   0.00000E+00   0.18581E+02   0.19230E+02   0.19694E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.32245E+02   0.16139E+03  -0.30037E+03  -0.10425E+03   0.68084E-02   0.11209E-03   0.13813E-01       0.16     301.45     0.0000  0.00   0.16455E+00   0.15392E+01    18.9381    19.0484    19.5641    19.6262    19.6795
   2021      6      7   12.00     25728.00   0.17630E+02   0.00000E+00   0.17630E+02   0.18152E+02   0.18411E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.44238E+02   0.13841E+03  -0.30158E+03  -0.11830E+03   0.51492E-02   0.96794E-04   0.64175E-02       0.16     318.79     0.0000  0.00   0.20143E-01   0.20822E+01    18.0200    18.1182    18.2469    18.3349    18.3951
   2021      6      8   12.00     25752.00   0.16011E+02   0.00000E+00   0.16011E+02   0.16756E+02   0.17182E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.69463E+02   0.15045E+03  -0.33469E+03  -0.11988E+03   0.61319E-02   0.11137E-03   0.11436E-01       0.16     297.70     0.0000  0.00  -0.85413E-01   0.29805E+01    16.5337    16.6739    16.9518    17.0946    17.1585
   2021      6      9   12.00     25776.00   0.14734E+02   0.00000E+00   0.14734E+02   0.15196E+02   0.15453E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.64357E+02   0.11386E+03  -0.27479E+03  -0.10285E+03   0.48277E-02   0.89182E-04   0.42558E-02       0.16     239.38     0.0000  0.00  -0.29424E-02   0.22308E+01    15.0519    15.1355    15.3388    15.3827    15.4383
   2021      6     10   12.00     25800.00   0.13736E+02   0.00000E+00   0.13736E+02   0.14056E+02   0.14183E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.48875E+02   0.88294E+02  -0.21832E+03  -0.95251E+02   0.45822E-02   0.76520E-04   0.35144E-02       0.16     222.34     0.0000  0.00   0.48064E-01   0.16973E+01    13.9911    14.0607    14.0952    14.1208    14.1694
   2021      6     11   12.00     25824.00   0.14080E+02   0.00000E+00   0.14080E+02   0.14253E+02   0.14337E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.25814E+02   0.68943E+02  -0.17251E+03  -0.94615E+02   0.37902E-02   0.48366E-04   0.12748E-02       0.16     256.75     0.0000  0.00   0.46038E-01   0.73800E+00    14.2171    14.2594    14.2722    14.2853    14.3327
   2021      6     12   12.00     25848.00   0.15335E+02   0.00000E+00   0.15335E+02   0.15414E+02   0.15477E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.12842E+02   0.50746E+02  -0.13567E+03  -0.81093E+02   0.27495E-02   0.29203E-04   0.26103E-03       0.16     253.31     0.0000  0.00   0.27286E-01   0.28660E-01    15.3946    15.4160    15.4239    15.4339    15.4759
   2021      6     13   12.00     25872.00   0.16342E+02   0.00000E+00   0.16342E+02   0.16413E+02   0.16459E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.12397E+02   0.44112E+02  -0.11359E+03  -0.52970E+02   0.25159E-02   0.25111E-04   0.17996E-03       0.16     181.92     0.0000  0.00   0.21809E-01   0.71236E-01    16.3962    16.4153    16.4220    16.4294    16.4583
   2021      6     14   12.00     25896.00   0.16429E+02   0.00000E+00   0.16429E+02   0.16508E+02   0.16551E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.14981E+02   0.43770E+02  -0.10522E+03  -0.45438E+02   0.28449E-02   0.28896E-04   0.29462E-03       0.16     150.65     0.0000  0.00   0.27952E-01   0.26502E+00    16.4887    16.5105    16.5176    16.5246    16.5502
   2021      6     15   12.00     25920.00   0.17033E+02   0.00000E+00   0.17033E+02   0.17109E+02   0.17163E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.14924E+02   0.47067E+02  -0.12153E+03  -0.67244E+02   0.28231E-02   0.29444E-04   0.31941E-03       0.16     226.35     0.0000  0.00   0.25759E-01   0.32708E+00    17.0904    17.1109    17.1180    17.1265    17.1621
   2021      6     16   12.00     25944.00   0.18127E+02   0.00000E+00   0.18127E+02   0.18297E+02   0.18376E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.24231E+02   0.76404E+02  -0.18415E+03  -0.93632E+02   0.37876E-02   0.57734E-04   0.16325E-02       0.16     312.45     0.0000  0.00   0.18321E-01   0.13156E+01    18.2643    18.3030    18.3141    18.3261    18.3704
   2021      6     17   12.00     25968.00   0.18340E+02   0.00000E+00   0.18340E+02   0.18767E+02   0.19064E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.44048E+02   0.11465E+03  -0.24767E+03  -0.90319E+02   0.51895E-02   0.92394E-04   0.60138E-02       0.16     290.02     0.0000  0.00   0.33175E-01   0.25951E+01    18.6307    18.7018    18.8873    19.0076    19.0537
   2021      6     18   12.00     25992.00   0.17068E+02   0.00000E+00   0.17068E+02   0.17486E+02   0.17709E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.51365E+02   0.11152E+03  -0.23130E+03  -0.73191E+02   0.52527E-02   0.97377E-04   0.62806E-02       0.16     186.24     0.0000  0.00   0.49665E-01   0.25134E+01    17.3577    17.4463    17.5981    17.6562    17.6971
   2021      6     19   12.00     26016.00   0.15830E+02   0.00000E+00   0.15830E+02   0.16070E+02   0.16177E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.36499E+02   0.75081E+02  -0.16378E+03  -0.58793E+02   0.39478E-02   0.58312E-04   0.19304E-02       0.16     139.50     0.0000  0.00   0.20117E-01   0.14662E+01    16.0082    16.0614    16.1201    16.1377    16.1706
   2021      6     20   12.00     26040.00   0.15673E+02   0.00000E+00   0.15673E+02   0.15793E+02   0.15852E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.21542E+02   0.55199E+02  -0.12844E+03  -0.64631E+02   0.32761E-02   0.37767E-04   0.71095E-03       0.16     178.33     0.0000  0.00   0.29495E-01   0.56001E+00    15.7665    15.7975    15.8074    15.8166    15.8503
   2021      6     21   12.00     26064.00   0.15729E+02   0.00000E+00   0.15729E+02   0.16090E+02   0.16489E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.26325E+02   0.86037E+02  -0.15909E+03  -0.66260E+02   0.68628E-02   0.92251E-04   0.16815E-01       0.16     199.79     0.0000  0.00   0.18036E+00  -0.77479E+00    15.9028    15.9468    16.2968    16.4459    16.4833
   2021      6     22   12.00     26088.00   0.15556E+02   0.00000E+00   0.15556E+02   0.15822E+02   0.15924E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.30249E+02   0.91212E+02  -0.15582E+03  -0.62650E+02   0.99314E-02   0.67219E-03   0.59205E-01       0.16     164.67     0.0000  0.00   0.35579E+00  -0.19684E+01    15.7677    15.8201    15.8605    15.8821    15.9130
   2021      6     23   12.00     26112.00   0.15072E+02   0.00000E+00   0.15072E+02   0.15399E+02   0.15850E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.29354E+02   0.73298E+02  -0.13084E+03  -0.50087E+02   0.86841E-02   0.18119E-03   0.37815E-01       0.16     147.08     0.0000  0.00   0.28811E+00   0.24464E-01    15.2459    15.2842    15.5106    15.8168    15.8472
   2021      6     24   12.00     26136.00   0.15324E+02   0.00000E+00   0.15324E+02   0.15476E+02   0.15590E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.18382E+02   0.55328E+02  -0.10571E+03  -0.59464E+02   0.47850E-02   0.66780E-04   0.55398E-02       0.16     164.15     0.0000  0.00   0.88828E-01   0.75872E+00    15.4315    15.4659    15.5036    15.5522    15.5876
   2021      6     25   12.00     26160.00   0.16495E+02   0.00000E+00   0.16495E+02   0.16536E+02   0.16587E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.71967E+01   0.40350E+02  -0.90019E+02  -0.61921E+02   0.25328E-02   0.20275E-04   0.16779E-03       0.16     210.22     0.0000  0.00   0.23249E-01   0.32546E-01    16.5238    16.5362    16.5415    16.5493    16.5867
   2021      6     26   12.00     26184.00   0.17699E+02   0.00000E+00   0.17699E+02   0.17821E+02   0.17882E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.10919E+02   0.73090E+02  -0.13446E+03  -0.66867E+02   0.44341E-02   0.61305E-04   0.28950E-02       0.16     233.04     0.0000  0.00   0.68976E-01  -0.68445E+00    17.7939    17.8251    17.8348    17.8438    17.8788
   2021      6     27   12.00     26208.00   0.17823E+02   0.00000E+00   0.17823E+02   0.18135E+02   0.18395E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.20125E+02   0.89771E+02  -0.15587E+03  -0.60048E+02   0.65295E-02   0.11000E-03   0.11810E-01       0.16     201.84     0.0000  0.00   0.14861E+00  -0.12987E+01    17.9889    18.0351    18.3040    18.3535    18.3869
   2021      6     28   12.00     26232.00   0.17647E+02   0.00000E+00   0.17647E+02   0.17861E+02   0.17938E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.24645E+02   0.71952E+02  -0.13432E+03  -0.49792E+02   0.55139E-02   0.93877E-04   0.69615E-02       0.16     153.67     0.0000  0.00   0.10075E+00  -0.12917E+01    17.8149    17.8621    17.8935    17.9039    17.9322
   2021      6     29   12.00     26256.00   0.17647E+02   0.00000E+00   0.17647E+02   0.17722E+02   0.17762E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.17006E+02   0.38438E+02  -0.93559E+02  -0.40864E+02   0.28836E-02   0.28386E-04   0.48790E-03       0.16     134.26     0.0000  0.00   0.26991E-01  -0.26064E+00    17.7037    17.7243    17.7311    17.7376    17.7610
   2021      6     30   12.00     26280.00   0.17633E+02   0.00000E+00   0.17633E+02   0.17721E+02   0.17761E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.21271E+02   0.48487E+02  -0.11360E+03  -0.38835E+02   0.28794E-02   0.30101E-04   0.29319E-03       0.16     122.79     0.0000  0.00   0.25825E-01   0.43042E+00    17.7010    17.7247    17.7326    17.7393    17.7603
   2021      7      1   12.00     26304.00   0.16864E+02   0.00000E+00   0.16864E+02   0.16982E+02   0.17024E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.24816E+02   0.54019E+02  -0.11857E+03  -0.36309E+02   0.32445E-02   0.33483E-04   0.53468E-03       0.16      96.72     0.0000  0.00   0.37900E-01   0.21719E+00    16.9570    16.9874    16.9967    17.0038    17.0234
   2021      7      2   12.00     26328.00   0.16177E+02   0.00000E+00   0.16177E+02   0.16289E+02   0.16336E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.23781E+02   0.46951E+02  -0.10561E+03  -0.41419E+02   0.35488E-02   0.34912E-04   0.79743E-03       0.16     108.47     0.0000  0.00   0.46377E-01  -0.86196E-01    16.2639    16.2943    16.3035    16.3111    16.3344
   2021      7      3   12.00     26352.00   0.16157E+02   0.00000E+00   0.16157E+02   0.16255E+02   0.16303E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.19407E+02   0.47406E+02  -0.10432E+03  -0.48506E+02   0.33189E-02   0.31361E-04   0.59146E-03       0.16     139.45     0.0000  0.00   0.38356E-01  -0.30091E+00    16.2319    16.2584    16.2668    16.2746    16.3020
   2021      7      4   12.00     26376.00   0.16544E+02   0.00000E+00   0.16544E+02   0.16646E+02   0.16702E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.13566E+02   0.51768E+02  -0.11122E+03  -0.61964E+02   0.35922E-02   0.39806E-04   0.11042E-02       0.16     192.26     0.0000  0.00   0.28142E-01  -0.94071E+00    16.6225    16.6490    16.6577    16.6668    16.7009
   2021      7      5   12.00     26400.00   0.17735E+02   0.00000E+00   0.17735E+02   0.17843E+02   0.17906E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.67782E+01   0.59495E+02  -0.12668E+03  -0.75133E+02   0.43038E-02   0.53639E-04   0.23786E-02       0.16     253.97     0.0000  0.00   0.58106E-01  -0.61097E+00    17.8188    17.8457    17.8545    17.8647    17.9041
   2021      7      6   12.00     26424.00   0.19019E+02   0.00000E+00   0.19019E+02   0.19153E+02   0.19221E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.77075E+01   0.71980E+02  -0.15158E+03  -0.78427E+02   0.41914E-02   0.63241E-04   0.25917E-02       0.16     274.10     0.0000  0.00   0.30571E-01   0.11596E+01    19.1248    19.1571    19.1668    19.1775    19.2167
   2021      7      7   12.00     26448.00   0.19400E+02   0.00000E+00   0.19400E+02   0.19686E+02   0.19819E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.17422E+02   0.98293E+02  -0.18504E+03  -0.74574E+02   0.53325E-02   0.10894E-03   0.66598E-02       0.16     247.92     0.0000  0.00  -0.27814E-01   0.27417E+01    19.6145    19.6723    19.7418    19.7711    19.8107
   2021      7      8   12.00     26472.00   0.19375E+02   0.00000E+00   0.19375E+02   0.19612E+02   0.19736E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.23777E+02   0.85546E+02  -0.17149E+03  -0.67230E+02   0.49488E-02   0.86214E-04   0.51356E-02       0.16     216.10     0.0000  0.00   0.31172E-01   0.22365E+01    19.5509    19.6012    19.6591    19.6898    19.7266
   2021      7      9   12.00     26496.00   0.19083E+02   0.00000E+00   0.19083E+02   0.19322E+02   0.19434E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.28101E+02   0.82309E+02  -0.16756E+03  -0.59177E+02   0.44294E-02   0.70819E-04   0.32927E-02       0.16     180.01     0.0000  0.00   0.38824E-02   0.16744E+01    19.2679    19.3181    19.3571    19.3958    19.4274
   2021      7     10   12.00     26520.00   0.18471E+02   0.00000E+00   0.18471E+02   0.18617E+02   0.18694E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.23271E+02   0.59280E+02  -0.13370E+03  -0.48936E+02   0.29255E-02   0.38012E-04   0.94277E-03       0.16     140.71     0.0000  0.00  -0.78073E-02   0.62283E+00    18.5761    18.6065    18.6536    18.6648    18.6908
   2021      7     11   12.00     26544.00   0.18066E+02   0.00000E+00   0.18066E+02   0.18174E+02   0.18220E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.23691E+02   0.52966E+02  -0.12321E+03  -0.47798E+02   0.29541E-02   0.34955E-04   0.42872E-03       0.16     135.90     0.0000  0.00   0.30992E-01   0.28971E+00    18.1513    18.1779    18.1857    18.1932    18.2179
   2021      7     12   12.00     26568.00   0.18058E+02   0.00000E+00   0.18058E+02   0.18143E+02   0.18187E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.19774E+02   0.47444E+02  -0.11990E+03  -0.49987E+02   0.22796E-02   0.27015E-04   0.27755E-03       0.16     150.06     0.0000  0.00   0.13111E-01  -0.27139E+00    18.1253    18.1458    18.1524    18.1596    18.1851
   2021      7     13   12.00     26592.00   0.17735E+02   0.00000E+00   0.17735E+02   0.17889E+02   0.17952E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.26951E+02   0.58092E+02  -0.15783E+03  -0.59511E+02   0.25130E-02   0.34597E-04   0.88698E-03       0.16     168.32     0.0000  0.00   0.69908E-02   0.28755E+00    17.8602    17.8919    17.9057    17.9185    17.9483
   2021      7     14   12.00     26616.00   0.16217E+02   0.00000E+00   0.16217E+02   0.16681E+02   0.16904E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.48273E+02   0.10590E+03  -0.23925E+03  -0.78572E+02   0.53741E-02   0.10268E-03   0.71635E-02       0.16     183.54     0.0000  0.00   0.33742E-01   0.27881E+01    16.5568    16.6446    16.7891    16.8474    16.8905
   2021      7     15   12.00     26640.00   0.14436E+02   0.00000E+00   0.14436E+02   0.14997E+02   0.15393E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.45767E+02   0.10734E+03  -0.22532E+03  -0.78358E+02   0.67168E-02   0.11916E-03   0.18214E-01       0.16     167.31     0.0000  0.00   0.91297E-01   0.40718E+01    14.7964    14.8887    15.1902    15.3371    15.3820
   2021      7     16   12.00     26664.00   0.13323E+02   0.00000E+00   0.13323E+02   0.13663E+02   0.13758E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.44628E+02   0.87763E+02  -0.18175E+03  -0.72389E+02   0.89702E-02   0.64694E-03   0.50917E-01       0.16     138.71     0.0000  0.00   0.23209E+00   0.53236E+01    13.6059    13.6747    13.6972    13.7083    13.7434
   2021      7     17   12.00     26688.00   0.12435E+02   0.00000E+00   0.12435E+02   0.12753E+02   0.12844E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.44988E+02   0.84417E+02  -0.16779E+03  -0.69452E+02   0.98809E-02   0.98276E-03   0.74488E-01       0.16     138.18     0.0000  0.00   0.24379E+00   0.73640E+01    12.7048    12.7641    12.7807    12.7922    12.8275
   2021      7     18   12.00     26712.00   0.11848E+02   0.00000E+00   0.11848E+02   0.12131E+02   0.12223E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.38700E+02   0.73725E+02  -0.15503E+03  -0.74892E+02   0.81000E-02   0.60634E-03   0.42503E-01       0.16     162.32     0.0000  0.00   0.10808E+00   0.64110E+01    12.0869    12.1391    12.1565    12.1703    12.2093
   2021      7     19   12.00     26736.00   0.12102E+02   0.00000E+00   0.12102E+02   0.12275E+02   0.12351E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.26660E+02   0.55190E+02  -0.13130E+03  -0.67995E+02   0.50309E-02   0.96880E-04   0.49466E-02       0.16     163.01     0.0000  0.00   0.74394E-01   0.16431E+01    12.2394    12.2811    12.2953    12.3072    12.3456
   2021      7     20   12.00     26760.00   0.12374E+02   0.00000E+00   0.12374E+02   0.12494E+02   0.12557E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.18561E+02   0.41400E+02  -0.10668E+03  -0.54994E+02   0.35988E-02   0.44215E-04   0.20461E-02       0.17     137.45     0.0000  0.00   0.18471E-01  -0.92497E+00    12.4652    12.4988    12.5099    12.5190    12.5551
   2021      7     21   12.00     26784.00   0.12453E+02   0.00000E+00   0.12453E+02   0.12578E+02   0.12632E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.20222E+02   0.39237E+02  -0.95637E+02  -0.45348E+02   0.47382E-02   0.13375E-03   0.71865E-02       0.17     111.38     0.0000  0.00   0.64455E-01   0.15099E+00    12.5507    12.5822    12.5929    12.6009    12.6293
   2021      7     22   12.00     26808.00   0.12161E+02   0.00000E+00   0.12161E+02   0.12366E+02   0.12429E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.24051E+02   0.52560E+02  -0.10777E+03  -0.49858E+02   0.80289E-02   0.49898E-03   0.34294E-01       0.17     119.50     0.0000  0.00   0.17093E+00   0.48542E+01    12.3330    12.3720    12.3850    12.3932    12.4227
   2021      7     23   12.00     26832.00   0.12427E+02   0.00000E+00   0.12427E+02   0.12578E+02   0.12647E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.17164E+02   0.52591E+02  -0.11431E+03  -0.63422E+02   0.55282E-02   0.16930E-03   0.92998E-02       0.17     170.81     0.0000  0.00   0.54019E-01   0.29214E+01    12.5477    12.5830    12.5955    12.6053    12.6427
   2021      7     24   12.00     26856.00   0.13541E+02   0.00000E+00   0.13541E+02   0.13599E+02   0.13654E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.68803E+01   0.28888E+02  -0.90745E+02  -0.63390E+02   0.22835E-02   0.19173E-04   0.36468E-03       0.17     200.05     0.0000  0.00  -0.89155E-02   0.97399E-01    13.5840    13.5992    13.6054    13.6140    13.6544
   2021      7     25   12.00     26880.00   0.14588E+02   0.00000E+00   0.14588E+02   0.14690E+02   0.14750E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.52351E+01   0.48405E+02  -0.10063E+03  -0.55983E+02   0.43137E-02   0.55411E-04   0.25912E-02       0.17     187.25     0.0000  0.00  -0.42938E-01  -0.14590E+01    14.6665    14.6926    14.7022    14.7109    14.7484
   2021      7     26   12.00     26904.00   0.15428E+02   0.00000E+00   0.15428E+02   0.15482E+02   0.15526E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.38588E+01   0.32588E+02  -0.70553E+02  -0.37603E+02   0.32428E-02   0.29242E-04   0.79484E-03       0.17     140.73     0.0000  0.00   0.83148E-02  -0.81988E+00    15.4669    15.4836    15.4894    15.4953    15.5258
   2021      7     27   12.00     26928.00   0.15722E+02   0.00000E+00   0.15722E+02   0.15801E+02   0.15845E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.10261E+02   0.36988E+02  -0.75383E+02  -0.30546E+02   0.37957E-02   0.32221E-04   0.11297E-02       0.17     111.54     0.0000  0.00   0.50151E-01  -0.39624E+00    15.7813    15.8046    15.8117    15.8172    15.8445
   2021      7     28   12.00     26952.00   0.15724E+02   0.00000E+00   0.15724E+02   0.15823E+02   0.15871E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.16261E+02   0.41235E+02  -0.85658E+02  -0.33386E+02   0.39915E-02   0.36554E-04   0.14313E-02       0.17     111.61     0.0000  0.00   0.58013E-01  -0.85984E-01    15.7997    15.8272    15.8355    15.8416    15.8701
   2021      7     29   12.00     26976.00   0.15757E+02   0.00000E+00   0.15757E+02   0.15845E+02   0.15895E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.16226E+02   0.38576E+02  -0.83680E+02  -0.38223E+02   0.34430E-02   0.32540E-04   0.94020E-03       0.17     125.58     0.0000  0.00   0.29693E-01   0.68904E+00    15.8242    15.8488    15.8565    15.8627    15.8945
   2021      7     30   12.00     27000.00   0.15920E+02   0.00000E+00   0.15920E+02   0.16040E+02   0.16090E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.21688E+02   0.48131E+02  -0.10207E+03  -0.40121E+02   0.39659E-02   0.46126E-04   0.23452E-02       0.17     128.86     0.0000  0.00   0.50436E-01   0.35926E+00    16.0136    16.0455    16.0548    16.0618    16.0883
   2021      7     31   12.00     27024.00   0.15061E+02   0.00000E+00   0.15061E+02   0.15336E+02   0.15425E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.35704E+02   0.71326E+02  -0.13616E+03  -0.40031E+02   0.72525E-02   0.20334E-03   0.18625E-01       0.17      99.97     0.0000  0.00   0.19135E+00   0.13870E+00    15.2819    15.3411    15.3701    15.3888    15.4138
   2021      8      1   12.00     27048.00   0.13957E+02   0.00000E+00   0.13957E+02   0.14194E+02   0.14261E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.34619E+02   0.64260E+02  -0.13051E+03  -0.44584E+02   0.76157E-02   0.39951E-03   0.25894E-01       0.17      96.77     0.0000  0.00   0.15732E+00   0.38141E+01    14.1528    14.2017    14.2197    14.2271    14.2521
   2021      8      2   12.00     27072.00   0.13174E+02   0.00000E+00   0.13174E+02   0.13458E+02   0.13567E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.29598E+02   0.68460E+02  -0.13449E+03  -0.54634E+02   0.83642E-02   0.51627E-03   0.44822E-01       0.18     126.43     0.0000  0.00   0.16382E-01   0.72008E+01    13.4016    13.4548    13.4960    13.5268    13.5584
   2021      8      3   12.00     27096.00   0.12901E+02   0.00000E+00   0.12901E+02   0.13170E+02   0.13293E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.28099E+02   0.64160E+02  -0.13726E+03  -0.65817E+02   0.82272E-02   0.47642E-03   0.40618E-01       0.18     165.30     0.0000  0.00   0.57880E-01   0.66237E+01    13.1067    13.1551    13.2212    13.2515    13.2867
   2021      8      4   12.00     27120.00   0.12812E+02   0.00000E+00   0.12812E+02   0.13117E+02   0.13205E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.34008E+02   0.79682E+02  -0.17084E+03  -0.72887E+02   0.76494E-02   0.46472E-03   0.30662E-01       0.18     184.69     0.0000  0.00   0.91549E-01   0.55155E+01    13.0685    13.1291    13.1454    13.1561    13.1930
